Package Name	App Version Code	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android		en	hammerhead	2015-08-17T11:28:46Z	1439810926857	2015-08-17T11:28:46Z	1439810926857	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEUZW9fxe99tR0vfFCDRLw6upVsRTCztjm7lYg-io_5MIRpJnlYDpjrjzJL4rugY1nnS84XKyJRBNHPTw
com.flyrobe.android		en	e53g	2015-08-17T11:30:50Z	1439811050157	2015-08-17T11:30:50Z	1439811050157	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEuQD-y9vqHvvRDZwU4WijcSQcV487Fo5svsXj1HqqeyLI3DxAr9SEcOQ_ZIJSWZNIt_IyN_acvljovWQ
com.flyrobe.android	6	en	kanas	2015-08-17T11:32:43Z	1439811163070	2015-08-17T11:32:43Z	1439811163070	5		Lovwdit				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOHrPUe9LliKgAvlZgOm8UhTjeKyqx8dzUS9gFkeWD24yvOCkc82GikGNmeIAhOHf-DLFwc6eDjdD5uydA
com.flyrobe.android		en	Kraft-A6000	2015-08-17T11:50:09Z	1439812209390	2015-08-17T11:50:09Z	1439812209390	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGcxgzkdD2apo-QZKD0Jg2MMqXFgp7EgQfjrzBU65OmJeMz-mGhm19CqUtptFrIHI2nVChorIwh-tnOBw
com.flyrobe.android		en	D6708	2015-08-17T12:18:46Z	1439813926028	2015-08-17T12:18:46Z	1439813926028	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFWvm1PPULG2somxN7RPTbMxWDGAW2-nyuo7-ztq2PKO_uuMtNaDXDP7QuIVXpAR9O_2ZWfhalgV4t10g
com.flyrobe.android	6	en	A110Q	2015-08-17T13:57:06Z	1439819826289	2015-08-17T13:57:06Z	1439819826289	3		I'm glad this thing is now available in India too. Like, FINALLY! Looking forward for the services and styles.				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEbOp22CTZIJc1kzoeCusjGscGEoGJiYQ1qtb4SRIuugFg1jwT0YzWzt8MP5LFD-hoQfE91Rk4EwnFkwg
com.flyrobe.android		en	armani	2015-08-17T17:15:36Z	1439831736760	2015-08-17T17:15:36Z	1439831736760	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOElkOG8EYCSxpGUltiSEy2jfqKO1Jq_QdjyNBqfXbDDI4OKHAzoJByRDhI2QxWCUgA8wjLqIZVGR4Z_Gw
com.flyrobe.android		en	A0001	2015-08-17T22:01:37Z	1439848897440	2015-08-17T22:01:37Z	1439848897440	4						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGHq_aBGrr360ctAi0WD-WFIHZesTHpp_Cq5HRWdInKZtCOpPi3DmdvD0qJpp2D_jzQCnM0wUxSvqXyAA
com.flyrobe.android	6	en	cancro	2015-08-18T05:09:11Z	1439874551892	2015-08-18T05:09:11Z	1439874551892	5	Nice catchy concept	Look forward to men section				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFfYvhICdAXqRmAAQPygw8fFP2uo2cXGymDDDZm3pB_SL91pNQGc2PokBiRmCeUIF_S9zGzl_eFnTwc9Q
com.flyrobe.android		en	tilapia	2015-08-18T07:06:02Z	1439881562277	2015-08-18T07:06:02Z	1439881562277	5	Elegant collection	Loved their collection of casual dresses. Also the app is super easy to use! Highly recommend the Flyrobe experience!				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOE9-AFYMukgJ3KuJunli6u9vZZcBqn9QVvljGzMwgNe0PTQu_NlbQ2rs5kA6pcFB5QNeDWoWZTN9yYiUg
com.flyrobe.android	6	en	A0001	2015-08-18T10:26:25Z	1439893585353	2015-08-18T10:29:40Z	1439893780206	5	Terrific app and experience	My girlfriend tried the service when it had just launched and had a fantastic experience. Picked a dress, had it show up in 3 hours and wore it for a great night out. Highly recommended.				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFtzklQn3bjxsXJ2ReX1ZRyQaoLbDESTABwMgE9PaXES8Ioi-1RLfbFKbQT2oc6cMdifcGfcPDn1_aboQ
com.flyrobe.android	6	en	mako	2015-08-18T15:26:36Z	1439911596770	2015-08-18T15:26:36Z	1439911596770	5		Awesome idea !!! Awesome app !!!				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGg0UrIaQeN8YU6zZ5YnqE2aHBR4EO70lG3vD96-CDlaMkrH4W2v8tD7sblfEs8WjGx-hkHnELSIiYaWQ
com.flyrobe.android		en	cancro	2015-08-18T15:48:50Z	1439912930134	2015-08-18T15:48:50Z	1439912930134	5	Awesome!	As heard from horse's mouth please start for men also. ;)				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOHRUzbuecrkCPDGwmieM9RGKP1bRWft6yC1ECo6pPBvkABN1xn1IsI8m1npUGHNGdT69nvrtjf5uEtICA
com.flyrobe.android	1	en	A310	2015-08-11T12:56:31Z	1439297791728	2015-08-18T16:21:24Z	1439914884800	5	My wardrobe on the go!	Love the idea! Ordered my first flyrobe and wow!!! Never again will I say "I've got nothing to wear!" :D				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOE39rfbPdLMeRAgtJjf2XjzjxdDGzQvS4uWWPFg_jLr7wOGtQWTlLTxtHEiAT5Pdo-8KX_j6uzodJsfjw
com.flyrobe.android		en	ha3g	2015-08-18T17:03:07Z	1439917387806	2015-08-18T17:03:07Z	1439917387806	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEz_y6hZt5njXALOaEFD0CILaclkLczeQw3MxdNpaFSy39r6k2IE6RlXuwQE-92iMFksn1rbAP_YYmjRw
com.flyrobe.android	6	en	GIONEE	2015-08-18T17:30:32Z	1439919032903	2015-08-18T17:30:32Z	1439919032903	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEtErWFBMUXGljd3hOk72fa4cLZgHW0K5IsJ8T2mtBz-HAmogZ8seN4B3-B9SkV2aQgoTsIT2XLSq4w8Q
com.flyrobe.android		en	titan_umtsds	2015-08-18T17:46:37Z	1439919997721	2015-08-18T17:46:37Z	1439919997721	5		Great idea !				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFSK0bCDe-AFeQzMS2PEVEzcq28_6oVtHqM18RCw7RI8YCKBGMmMqDO-1cGvJLBZGV7ZdgTdcT-Eilgnw
com.flyrobe.android	6	en	trlte	2015-08-18T17:50:05Z	1439920205884	2015-08-18T17:50:05Z	1439920205884	5	Complete Delight!	Easy to navigate! Interface as beautiful as the collection :)				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGIUJGPICHnIxKSDjnHkkCqV8W8_SN8fu8b-pXiQKs0nRnQ-7vnNRr52bm1wsJe_YHHYG60tVWxEkO0Mw
com.flyrobe.android	6	en	k3g	2015-08-19T06:37:10Z	1439966230679	2015-08-19T06:37:10Z	1439966230679	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFD1VZLP3-oxfvNXIOxSCuFS8VYHiNpEINT3wtP9KltbZA3Itm-MBOc_MXwxzL0pdUpAug7b-E0Cp9ZIw
com.flyrobe.android	6	en	falcon_umtsds	2015-08-19T06:48:30Z	1439966910335	2015-08-19T06:48:36Z	1439966916347	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOG5CphGvXbwxbSmOjkC2yFDxCppVvHme5pXSQdxxeZiA1VMNjg619V7SMQgkVIBmok6bbcIjfWkuzsX4w
com.flyrobe.android	6	en	A0001	2015-08-19T07:59:01Z	1439971141634	2015-08-19T07:59:01Z	1439971141634	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEDDIce0kBA1hz77M9c0s7oixj_yWMnv0F5OicSXlZVtwd1LdpvqjsBSy6nOJ_RuniOskxAv83f_o4Esg
com.flyrobe.android	6	en	htc_a52dtul	2015-08-19T08:02:22Z	1439971342201	2015-08-19T08:02:22Z	1439971342201	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOG_9UxexSeGUNb5HdAmaLRGMA1lWkJpX6z7XVZvDR-dWNWlroJ_PaWvvhaFUqC-HYW9lB0vGeNd3C3pYg
com.flyrobe.android	6	en	condor_umtsds	2015-08-19T08:37:38Z	1439973458856	2015-08-19T08:37:38Z	1439973458856	5	Good app	Very promising				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFMejxqY56ucW5_xHLuV91zIlHAJjg-U1MfsJrgVsi9USWb59caD3sP6oDkxmcO7Zn9CI1SPZfjearGXg
com.flyrobe.android	6	en	s3ve3gdd	2015-08-20T03:55:52Z	1440042952985	2015-08-20T03:55:52Z	1440042952985	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGR9yKWNJT8ys_3gX_dIT-UTZC3fAetykzqHSTC-GCmlW-32om9DUcyJ0JRhTnm2eyGQTK9Rl7qdH5pmg
com.flyrobe.android	6	en	A116	2015-08-20T04:55:02Z	1440046502903	2015-08-20T04:55:02Z	1440046502903	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOE_uUeCgSzsMD4f9w4pmpVpV0E33JwTF2mWX_wAtFgL0yKYp-QUngaDPyJZfy9i8N_G0mI9RLFBxetuYg
com.flyrobe.android		en	a7lte	2015-08-20T10:09:24Z	1440065364464	2015-08-20T10:09:24Z	1440065364464	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGhNZuiH6vngNKeMk1nlqfr0ILNHPywxTAnnmXajH0h0p2f7u-tfArE8Kz7AdgUsqaAFJhPMQF_ljeWZA
com.flyrobe.android		en	htc_a5mgp_dug	2015-08-20T18:07:49Z	1440094069628	2015-08-20T18:07:49Z	1440094069628	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFGiedcO5mzHxXzZfEoA8QOhUgIW6xHY_gv5mvPWhavOhchM3a2XQIqvW01n5ygdULMK50TonlXAviaQg
com.flyrobe.android		en	A0001	2015-08-20T19:02:18Z	1440097338595	2015-08-20T19:02:18Z	1440097338595	5	Brilliant app	Loved the concept!				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEPG37UEY7Q5HxG_qqcWcyVjea5OHGqSdwgfgaxnwM0QCvO5WXEu2jOETCdKhvFRj_fJ3XiKqklXkziiA
com.flyrobe.android	8	en		2015-08-21T06:55:55Z	1440140155423	2015-08-21T06:55:55Z	1440140155423	5		What's better than gifting a dress? Gift 10 dresses using Flyrobe				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGQf39Io4drTqXKoVNIKRoduViLu4xwxXyHlAOdCdZTStxXCplhgycxniEx5H-Sa8HIamfjNuSo8Gc0NQ
com.flyrobe.android	8	en	C6902	2015-08-21T12:12:14Z	1440159134660	2015-08-21T12:12:14Z	1440159134660	4		How do I login. Where is the access code.	2015-08-22T08:10:26Z	1440231026138	Hi Deepti, Thanks for writing to us. Please send us an email at hello@flyrobe.com and we will revert back to you with the access code. Hope you enjoy the Flyrobe experience! Regards, Shreya Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEju_BeWPVKfM0gfMwc1TL5e6-E1We46Z0wiAIeGvBSRF_itGP-D2y_CcbWgCrctJBEu35jmpOldzsS_A
com.flyrobe.android	8	en	ha3g	2015-08-22T04:35:47Z	1440218147851	2015-08-22T04:35:47Z	1440218147851	4		How do I login.... please tell anyone I can't wait to get into this app... but I dnt kno like how to get in.... where is the access code provided?	2015-08-22T08:10:10Z	1440231010384	Hi Prajakta, Thanks for writing to us. Please send us an email at hello@flyrobe.com and we will revert back to you with the access code. Hope you enjoy the Flyrobe experience! Regards, Shreya Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFjvfgCSITIs6V-QO8dMoM6bfbQEUksqlNE4NFtsk17G4RNRReD4BLcGjPbEd-seRVmlpOLUxKIgK7AJw
com.flyrobe.android	8	en	AQ4502_sprout	2015-08-22T10:28:21Z	1440239301785	2015-08-22T10:28:21Z	1440239301785	5	Awesome idea and fantastic App	Such a fantastic idea, I love the way it has been implemented. Wonderful app to supplement the experience. I would highly recommend it anyone and everyone. Keep going and all the best team. Looking forward to big success ahead.				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOHKWwZ9riYFWdlTVcny4lsbKIY6Xyc6MCFmPH8c_OL-X-yC6C180Pan56HeO9z-rBOgfnMfpyxvJwOV5A
com.flyrobe.android	8	en		2015-08-22T15:30:17Z	1440257417583	2015-08-22T15:30:17Z	1440257417583	3		how to log in??? access code????	2015-08-24T04:19:58Z	1440389998866	Hi Aditi, Thanks for your message. Our app is currently invite only, however, we would love for you to try out our app. Please write to us at hello@flyrobe.com and we will send across the access code to you. Best, Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOF79_J_9wxuzcd7LHG69TJFiOHd9BFW0DjueT9N7DXE-GDwgwNDkrwgNq9Up2fAOh9UtPvjRtrZOeeKEg
com.flyrobe.android		en	C2104	2015-08-22T16:25:05Z	1440260705602	2015-08-22T16:25:05Z	1440260705602	4	Something really nice and new	How can i login ?	2015-08-24T04:19:46Z	1440389986600	Hi Deshna, Thanks for your message. Our app is currently invite only, however, we would love for you to try out our app. Please write to us at hello@flyrobe.com and we will send across the access code to you. Best, Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGRXjgscIskRwprwoE74LqcUboFl4kFkGeYHTx_vRjHtNrfJfWLW8I1ucixXg8_1uRHklE4v9HgibdeSg
com.flyrobe.android	8	en		2015-08-22T17:05:51Z	1440263151345	2015-08-22T17:05:51Z	1440263151345	5		I like the concept and I want to use the app. But I need an invite code. Can anyone provide me wyt the invite code to facebookabhijeet@gmail.com ??				https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOG6oITtRtRpGzOWVnjzCJMkomOqnaXELZniASJtJO6NbMgBauC0mOv4Toct0cNqhXjZI2z1p3wQCHD5gg
com.flyrobe.android	8	en	e73g	2015-08-23T09:08:42Z	1440320922948	2015-08-23T09:08:42Z	1440320922948	1		What's d use if v can now take access with out access code... N wats d code	2015-08-24T04:19:15Z	1440389955541	Hi Drishti, Thanks for your message. Our app is currently invite only, however, we would love for you to try out our app. Please write to hello@flyrobe.com and we will send across the access code to you. Best, Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOFex9SFBwsqa8UBwTN9cDFgarH9cRNKaWtts7IlpzuMISoV1sgfNSIBaCg5n0DJwCBK7nkt2JWT458kbw
com.flyrobe.android	8	en	ASUS_T00J	2015-08-23T09:28:09Z	1440322089328	2015-08-23T09:28:09Z	1440322089328	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGJJCWajq1r68mFf21bjdrhazPeZ8OWdfncfSdcPcfq8X2N_6HWF_DRHdjFRsWTxJ_bP9PKYOhnGeYPKg
com.flyrobe.android	8	en	dior	2015-08-23T15:24:54Z	1440343494464	2015-08-23T15:25:43Z	1440343543621	5		Nice but y r indian dresses not coming?	2015-08-24T04:18:16Z	1440389896595	Dear Aamena, Thanks for your message. We are launching Flyrobe Reserve - our service for designer and branded Indian wear is launching soon! Look out for updates on our app. Best, Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEOdzDF8nhVjLN2hn8A1wCa0njYqbcmOLR5vajzW7H2O9y2E_SaPWm_mUXLLWDVG_KHW0v1lxgcvYhjGw
com.flyrobe.android		en	condor_umtsds	2015-08-24T06:24:51Z	1440397491823	2015-08-24T06:24:59Z	1440397499376	5		Such a brilliant idea!	2015-08-25T15:07:36Z	1440515256953	Hi Jeenal, Thanks for your compliment! Do try out app, we are offering Rs. 100 off on the first order. Our app is currently invite only but we would love for you to try our service. Do write to us at hello@flyrobe.com and we shall send you the access code for our app. Best, Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOHsDEoZMJdZpGe9JS2g2JTdTr8aefvX0bW_KseJrreZvm-W4GQVdsGTtsfg-JFCrVbsaCAW9AI4T5ARow
com.flyrobe.android	8	en	m0	2015-08-24T09:39:24Z	1440409164830	2015-08-24T09:39:24Z	1440409164830	4		How do I login...where is access code	2015-08-25T15:06:37Z	1440515197554	Hi Neelam, Thanks for reaching out! Our app is currently invite only but we would love for you to try our service. Can you please send an email to hello@flyrobe.com and we will reply back with the access code. Best, Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOG0GS825dJC5h2X2AwvyDanbq-gWzTic_UyXVA3BzoOLwBJ6tpYiACr5JKaNu2Bpj0MLAFEk796-KMFaw
com.flyrobe.android	8	en	fortuna3g	2015-08-24T10:12:51Z	1440411171934	2015-08-24T10:12:51Z	1440411171934	1						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOGc9WYiieeH1MAeRzaTYTEnq1VkrdT-LU4sPaFDTFlFrrth7fyi6YB6mJsTTVUDoggdXnXwlUFg5NVtFg
com.flyrobe.android	8	en	Sparkle_V_sprout	2015-08-24T10:59:14Z	1440413954211	2015-08-24T10:59:14Z	1440413954211	4		How i will get access code	2015-08-25T15:06:22Z	1440515182101	Hi Paresh, Thanks for reaching out! Our app is currently invite only but we would love for you to try our service. Can you please send an email to hello@flyrobe.com and we will reply back with the access code. Please note, our app currently only have women's wear, we will be launching men's collection in a few months. Best, Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOG8nU2zg-vjOYh1DcCwhiB6AG3J0w7jrqnq07EZnJw9Q9rXOmVXiL4wYorLuy63i9n2C1RTRtr32oC5DA
com.flyrobe.android		en	C6502	2015-08-24T13:34:36Z	1440423276499	2015-08-24T13:34:36Z	1440423276499	5						https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOEcmXDSxOy-994NOE6xLxpqi-guxZzPV8BnDmwb7md22D6oPZQiL54CujT1crVXyIo-nb62LiGStwhXtw
com.flyrobe.android	8	en	XOLOQ1000	2015-08-24T18:10:13Z	1440439813179	2015-08-24T18:10:13Z	1440439813179	4		What should I enter for the access code? And I already sent you an email regarding the same.	2015-08-25T15:04:49Z	1440515089661	Hi Priyal, Thanks for writing to us. Please check you inbox. We have sent you the access code. Hope you like our service. Best, Team Flyrobe	https://play.google.com/apps/publish?dev_acc=07102043714862964196#ReviewsPlace:p=com.flyrobe.android&revid=gp:AOqpTOE8DMXzDIurKdTrz-DFJJ5KtgZzAYiykWDn-B0vVknsMXMOQdFAXMG1tE_kcdptUJM_ISl3x2g80Bd-RA
