Package Name	App Version Code	App Version Name	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android			en	A7010a48	2016-08-01T03:14:03Z	1470021243823	2016-08-01T03:14:03Z	1470021243823	1	Delivery issues	Never come on the tyme given its abt 2 tymes eben delivery boy rejects to deliver.in delivery tym even	2016-08-01T07:18:44Z	1470035924819	Hi Adreena, Our sincere apologies for the inconvenience caused to you. We would love to take detailed feedback from you. Could you please email your contact details to sourav.poddar@flyrobe.com? We will investigate this matter and we promise you that you won't face any further issues with our service. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFbx8ir01m00fI-diCembeSaEwfqCxJezPRP6RR_UMFZID3Bw258uGvnvn0EBIAdLGihVdsfexnJB3Elw
com.flyrobe.android			en	ASUS_Z00L_93	2016-08-02T06:55:20Z	1470120920338	2016-08-02T06:55:20Z	1470120920338	3	Your services is not available	Your services is not available in cities of rajasthan. Please available your services in cities of rajasthan such as jodhpur, jaipur & udaipur also.	2016-08-02T08:04:24Z	1470125064486	Hi Prince, Thank you so much for your feedback! We are currently in the process of expanding our business, soon we will be coming up in many cities. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEnAbUmnKmGJxLtw0Mqsnx3_lPV1syUu7OGqLN75I0uR6LrGwwnH25rNLvm6hPCMRkbblWUGkxnq6Kh5w
com.flyrobe.android			en	OPPO72_14079	2016-08-02T09:04:17Z	1470128657265	2016-08-02T09:04:17Z	1470128657265	1		Why This is not working flyrobe?	2016-08-03T07:56:55Z	1470211015224	Hi Shruti, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details at tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH1UM7wAr6sGP_h3CDENLBB03jpCo67TKtlw9zZCACk4aUqIJgjCDQzVJmb5gJUXbq_BIt5iZeIacgFxg
com.flyrobe.android	27	2.0.2	en	x3_row	2016-08-02T13:52:49Z	1470145969054	2016-08-02T13:52:49Z	1470145969054	2	Keeps crashing	Can even check the catalogue, this app keeps crashing	2016-08-03T07:57:18Z	1470211038318	Hi Nupur, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details at tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFhisWmo3ziWnO4ohcSFyFctfOi4WaxIxK7g_Pj900sqDZgg-1bCdB0_HmTmX9bFwzzb8jgrU0PUvOMzg
com.flyrobe.android	27	2.0.2	en	X3_HK	2016-08-03T15:25:37Z	1470237937867	2016-08-03T15:25:37Z	1470237937867	1		I installed this app but there is something wrong because it is not working.. please respond as soon as possible	2016-08-04T10:54:00Z	1470308040127	Hi Neha, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details at tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHapgxSaoicii8st6U7CBayvrhptqBxDXIsg7GyOPoSKes2P2A6ks_iuibau4JbvPpCTeFTh-jUVhrbYQ
com.flyrobe.android	27	2.0.2	en	matisse3g	2016-08-04T07:25:43Z	1470295543327	2016-08-04T07:25:43Z	1470295543327	2		Crashes alot	2016-08-04T10:55:04Z	1470308104515	Hi Sukrose, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details at tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGA3dumuIwIfwUR2x7AdplrScadFRTQ_DpixWEZ5iZ7QKUshYvcRdTnFpOk1RBmwhxuV78QAmOFxCWFGQ
com.flyrobe.android			en	core33g	2016-08-05T17:43:50Z	1470419030754	2016-08-05T17:43:50Z	1470419030754	1						
com.flyrobe.android			en	titan_umtsds	2016-08-08T12:43:49Z	1470660229819	2016-08-08T12:43:49Z	1470660229819	1		Lots of crashes and hangs	2016-08-09T07:46:49Z	1470728809859	Hi Charu, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details at tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH6GeJnPpKCGHRqZcIgbB82K-koBdGEmdNACTPqC66dAJnNqAC96ekgK3z3DYkOL0cqV8K_xj-lwS0r9w
com.flyrobe.android			en	a5ulte	2016-08-09T12:40:47Z	1470746447126	2016-08-09T12:40:47Z	1470746447126	4						
com.flyrobe.android			en	K28	2016-08-09T16:50:00Z	1470761400973	2016-08-09T16:50:00Z	1470761400973	1	Omg	Its have very big amount but rent rate is ok	2016-08-10T09:20:24Z	1470820824689	Hi Roshni, We are really sorry to hear your feedback. Our stylists hand pick and curate the collection with a lot of thought. Do send us your mobile number and we would call you to get your feedback in detail. Also, our rentals are 10-15% of the retail price and we guarantee the best pricing on all our products. Love, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFUxCkp_JMwDSc_NnbI7YtBnuRS1GHHwXRtaGwuTYhsc5Chxt-FpA1_pyV-RFW0vgP___zng9dutpQS-g
com.flyrobe.android			en	V3	2016-08-09T20:13:50Z	1470773630400	2016-08-09T20:13:50Z	1470773630400	3						
