Package Name	App Version Code	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android	18	en	rtech72_we_72_kk	2015-11-01T05:25:41Z	1446355541189	2015-11-01T05:25:41Z	1446355541189	5						
com.flyrobe.android		en	D2502	2015-11-01T15:05:54Z	1446390354589	2015-11-01T15:05:54Z	1446390354589	1						
com.flyrobe.android	18	en	hammerhead	2015-11-01T18:25:37Z	1446402337966	2015-11-01T18:25:37Z	1446402337966	2	Android Feedback (v18, LGE, Nexus 5, 6.0)	The app just hangs up and crashes when I click on the "GALA CELEBRATION" & "NAVRATRI EXTRAVAGANZA" section. Don't know what's wrong. The other tabs work just fine. My phone is upgraded to android marshmallow. Is that the problem??? Once you you guys fix this, I will give u more stars!! Fyi: I have updated to the newest version... Even that dosent help!!!	2015-11-02T15:48:24Z	1446479304206	Hi Amruta, Apologies for the inconvenience. We are aware of this problem happening on some Marshmallow devices. We are working on fixing this problem with the next update of the apk which should be out by next week. Meanwhile you can place orders on our website - www.flyrobe.com Thanks and Regards, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFVm4XOuEWm1L2DZe1xTn1mOyyWjeGmT9WtwGYXO3AM3BhL2Q_L-Tcpnq6Q44e8JGPctz26aTgX0ozu9w
com.flyrobe.android		en	chagalllte	2015-11-02T14:40:55Z	1446475255400	2015-11-02T14:40:55Z	1446475255400	5						
com.flyrobe.android	18	en	fortuna3g	2015-11-03T17:40:41Z	1446572441730	2015-11-03T17:41:37Z	1446572497891	5	nice	😃	2015-11-06T15:18:15Z	1446823095619	Thank you Vaishali. Hope to keep serving you in the future. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEZiqm38_7it48kNihMXdQSSAZk2mEjzkLVbcsk8N9SHMOw9015ncjfU68o5z47BxYvxQHgZQcRcITMwQ
com.flyrobe.android	18	en	A0001	2015-11-04T20:42:41Z	1446669761153	2015-11-04T20:42:41Z	1446669761598	2						
com.flyrobe.android	18	en	OnePlus2	2015-11-05T08:40:03Z	1446712803368	2015-11-05T08:40:03Z	1446712803368	5	Ur best fix	Flyrobe.com is an absolute saviour.. Right from coordinating delivery/pick up.. to beautiful packaging and the suprise pouch, these guys have done a marvellous job.. Its a complete time n money saver! Thank you flyrobe.com for simply existing. I would really appreciate more choices in the XL size tho..				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGLxTO1NKz2mAFMP1vnbuMqEqJV0EnLX9Y8d8KlcDT3UkDhTNi58He90SrDrlqIBpkHT6XOCGOaodCU_g
com.flyrobe.android	18	en	OnePlus2	2015-11-05T11:52:15Z	1446724335547	2015-11-05T11:52:15Z	1446724335547	2						
com.flyrobe.android	18	en	kyleve	2015-11-05T19:52:08Z	1446753128185	2015-11-05T19:52:08Z	1446753128185	4						
com.flyrobe.android	18	en	cancro	2015-11-06T12:53:37Z	1446814417766	2015-11-06T12:53:37Z	1446814417766	5	Awesome first experience!	Ordered a handbag and necklace which arrived in king-style packing and with chocolates and a greeting card for Diwali! Super impressive service! The quality of the products was outstanding too! :)	2015-11-06T15:14:22Z	1446822862478	Hey Karishma, Thank you so much for the awesome review. This is what we work for. Happy Diwali to you and your family :) Best, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOG99_axQ4pMu_0xhxDJMLSfMOo3H9-sq2rQIm1-jQisRuFAcuUr2ci1cCo8KqoW78Awhc6r5CeVcvEfZw
com.flyrobe.android	18	en	hammerhead	2015-11-06T13:26:40Z	1446816400405	2015-11-06T13:26:40Z	1446816400405	5	Excellent product and service!	Thank you so much for the earrings, the chocolates and the Diwali card not to mention the dress in the impeccable packing. This is some really really good customer service.	2015-11-06T15:17:13Z	1446823033914	Hey Gargi, Thank you for the lovely message. Your appreciation means a lot to us. Hope to keep serving you :) Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEOw00yndrMcX7329FsAkQvfFd8rsagYd2hE5MeGMUJYAwPOdGcE2avSg5QLIv5QgyuGvgveSekxRpuJQ
com.flyrobe.android	18	en	hl3g	2015-11-07T02:23:38Z	1446863018628	2015-11-07T02:23:38Z	1446863018628	5						
com.flyrobe.android	18	en	C6602	2015-11-07T02:43:46Z	1446864226938	2015-11-07T02:43:49Z	1446864229260	3						
com.flyrobe.android		en	a5lte	2015-11-07T12:08:17Z	1446898097055	2015-11-07T12:08:17Z	1446898097055	1						
com.flyrobe.android		en	k3g	2015-11-07T16:55:34Z	1446915334799	2015-11-07T16:55:34Z	1446915334799	5						
com.flyrobe.android	18	en	hammerhead	2015-11-08T03:58:19Z	1446955099598	2015-11-08T03:58:19Z	1446955099598	5						
com.flyrobe.android	18	en	delos3geur	2015-11-08T07:11:05Z	1446966665321	2015-11-08T07:11:05Z	1446966665321	5						
com.flyrobe.android	18	en	titan_umtsds	2015-11-08T12:38:02Z	1446986282870	2015-11-08T12:38:02Z	1446986282870	3						
com.flyrobe.android	18	en	A300	2015-11-10T07:36:44Z	1447141004479	2015-11-10T07:36:44Z	1447141004479	5						
com.flyrobe.android	18	en	OnePlus	2015-11-10T15:28:59Z	1447169339724	2015-11-10T15:28:59Z	1447169339724	5						
com.flyrobe.android	18	en	grandmax3g	2015-11-10T18:43:35Z	1447181015292	2015-11-10T18:43:35Z	1447181015294	5						
com.flyrobe.android	18	en	A0001	2015-11-11T07:02:41Z	1447225361067	2015-11-11T07:02:41Z	1447225361067	1						
com.flyrobe.android		en	fortuna3g	2015-11-12T09:59:10Z	1447322350109	2015-11-12T09:59:10Z	1447322350109	5						
com.flyrobe.android	18	en	t03g	2015-11-13T12:33:38Z	1447418018421	2015-11-13T12:33:38Z	1447418018421	5						
com.flyrobe.android	18	en	ja3g	2015-11-13T17:55:27Z	1447437327990	2015-11-13T17:55:27Z	1447437327990	5						
com.flyrobe.android	18	en	A0001	2015-11-14T04:43:33Z	1447476213881	2015-11-14T04:43:33Z	1447476213881	5						
com.flyrobe.android		en	D2302	2015-11-14T06:42:14Z	1447483334156	2015-11-14T06:42:23Z	1447483343129	3						
com.flyrobe.android	18	en	ghost	2015-11-14T09:44:54Z	1447494294930	2015-11-14T09:44:54Z	1447494294930	2						
com.flyrobe.android	18	en	a8elte	2015-11-13T18:04:18Z	1447437858202	2015-11-14T10:02:34Z	1447495354821	1						
com.flyrobe.android	18	en	m2a3g	2015-11-14T12:43:30Z	1447505010532	2015-11-14T12:43:30Z	1447505010532	5	Super experience with flyrobe	I really loved this app... the dress i got is just awesome..and the way your service is just speechless... really had a super experience with FLYROBE... will shop again and again.. loving it Thankyou...	2015-11-14T13:32:50Z	1447507970387	Hi Soniya, Thank you so much for the awesome review. We promise to dazzle you every time. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEoxoEfLEhIG8KGRKOc7D0dxe9zYnW4tTIPkRkwuzqWGC987eEEwQSzUsxB_UzKyl8fUUSp_kuKUW8rbw
com.flyrobe.android	18	en	hammerhead	2015-11-14T14:40:09Z	1447512009858	2015-11-14T14:40:09Z	1447512009858	4						
com.flyrobe.android		en	m2a3g	2015-11-14T15:36:59Z	1447515419542	2015-11-14T15:36:59Z	1447515419542	5						
com.flyrobe.android		en	S850	2015-11-14T20:14:14Z	1447532054642	2015-11-14T20:14:14Z	1447532054642	5						
com.flyrobe.android	18	en	K50a40	2015-11-14T21:02:13Z	1447534933764	2015-11-14T21:02:13Z	1447534933764	3						
com.flyrobe.android	18	en	K50a40	2015-11-15T02:33:01Z	1447554781449	2015-11-15T02:33:56Z	1447554836975	4		So far the products that I saw online is good. Nice collection. I have ordered outfit for the weekend. and I am sure it would turn up to be good	2015-11-15T10:48:32Z	1447584512258	Hey Trevor, Thanks for the thumbs-up. We will make sure that you have a great experience this weekend :) Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEAwktZomoulKiTSUeKT1CXuxs0b-uzSx4Nn0PyqYxwdX0atdcxL32r501ChpTrDbt_tB2-L9XiDJMMAA
com.flyrobe.android	18	en	D2502	2015-11-15T09:44:14Z	1447580654413	2015-11-15T09:44:14Z	1447580654413	3						
com.flyrobe.android		en	D6653	2015-11-15T17:39:48Z	1447609188356	2015-11-15T17:39:48Z	1447609188356	4						
com.flyrobe.android		en	titan_umtsds	2015-11-16T08:36:49Z	1447663009188	2015-11-16T08:36:49Z	1447663009188	5						
com.flyrobe.android	18	en	k3g	2015-11-14T17:32:48Z	1447522368634	2015-11-16T11:02:33Z	1447671753686	3	Good collection . But service tax is so much !	And if we want to return in 12 hrs the service tax won't be refunded !!	2015-11-15T10:47:16Z	1447584436830	Hi Vidhi, Thanks for the word on our collection. Just want to inform you that the service tax is also refunded, so no worries there :) Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH34yZGXbgbg3YNoIyq-hFSFZIKOUcZydvSeKg9T2LwULvv6pGKEvt6ZqiSuBj-jQcYWKM-UQd5YD7F6g
com.flyrobe.android		en	A0001	2015-11-16T16:45:06Z	1447692306281	2015-11-16T16:45:06Z	1447692306281	5						
com.flyrobe.android	18	en	D5102	2015-11-16T17:40:38Z	1447695638524	2015-11-16T17:40:38Z	1447695638536	1						
com.flyrobe.android	18	en	A068	2015-11-17T04:25:57Z	1447734357913	2015-11-17T04:25:57Z	1447734357913	5		Exuberant collections.	2015-11-17T09:17:59Z	1447751879278	Thank you so much Maitreyee for your positive words. Happy fashion dating :) Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEy4cyX__QEbOjiEE6-62mqgYHFV8m7YkfUmQpsnJwpNZfM4KxE9St59S-QWlBfktbKWSUkdo6LYe6Gxg
com.flyrobe.android	18	en	htc_a51dtul	2015-11-17T15:40:13Z	1447774813123	2015-11-17T15:40:13Z	1447774813123	4		Just installed the app. Haven't ordered any yet. But the collection is really nice. Do you deliver to Kolkata?	2015-11-18T09:09:36Z	1447837776660	Hey Anamitraa, Thanks for the positive word. We are currently operational in Mumbai and ship ethnic wear to Delhi and Bangalore. But we are planning to expand soon to other cities too. Follow our Facebook and Instagram page to stay updated :) Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHYbLOPHV5UG8T0Utye4LCgiEyqbkSiKVOI1wf2wSmFqOJD0jx8UNZQHk_bndXs6PrvJQaSH-CkJfjmPA
com.flyrobe.android	18	en	ms013g	2015-11-17T17:18:39Z	1447780719809	2015-11-17T17:18:39Z	1447780719809	1	Very disgusting app	Dont waste ur mb by downloading this app .	2015-11-18T09:12:11Z	1447837931585	Hey Aayush, Sorry to hear about your bad experience. Can you tell us more about the issue you faced so that we can solve it and make it a better experience for you? Please write to us on hello@flyrobe.com. Awaiting your response, Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGxXbL9ZjZ05QOO4CXkoP9mBaqD1ryJuZPrxaM1V03UehfO6-ES5NdttXZvLyhziUgMFaEtuwjoGIuMHg
com.flyrobe.android	18	en	ha3g	2015-11-18T10:04:24Z	1447841064806	2015-11-18T10:04:26Z	1447841066516	4						
