Package Name	App Version Code	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android		en	htc_a32mg_dug	2015-10-01T08:07:57Z	1443686877781	2015-10-01T08:07:57Z	1443686877781	4						
com.flyrobe.android		en	hammerhead	2015-10-01T11:55:48Z	1443700548155	2015-10-01T11:55:48Z	1443700548155	5						
com.flyrobe.android		en	e73g	2015-10-01T15:38:51Z	1443713931874	2015-10-01T15:38:51Z	1443713931874	4						
com.flyrobe.android	14	en	A0001	2015-10-02T16:35:27Z	1443803727084	2015-10-02T16:35:27Z	1443803727084	5						
com.flyrobe.android	14	en	hammerhead	2015-10-02T16:52:18Z	1443804738783	2015-10-02T16:52:18Z	1443804738783	2	Very slow	The pictures just don't load! I have a 4g connection and every other app work just fine	2015-10-05T05:54:18Z	1444024458961	Hey Akanksha, Thanks for writing to us. We take user feedback very seriously. We have updated the app in which the images don't take time to load. Please update the app so that you can have the best experience. Please provide us your contact number at hello@flyrobe.com if the issue continues and we would try to solve it. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH2lcdaTClpZtKTDaIjuI8gzhwLUMz4lse3XF81l4gHHEpjmDEOrhukqMGoOSXk31gaXYTWpHaNkiDsQw
com.flyrobe.android		en	mako	2015-10-03T04:42:50Z	1443847370501	2015-10-03T04:42:50Z	1443847370501	4						
com.flyrobe.android		en	R2001	2015-10-04T08:22:04Z	1443946924563	2015-10-04T08:22:04Z	1443946924734	5						
com.flyrobe.android	14	en	GIONEE	2015-10-04T08:24:30Z	1443947070737	2015-10-04T08:24:30Z	1443947070737	2	login without fb account??	I dont have fb account..is there any other option for log in??	2015-10-05T05:56:54Z	1444024614115	Hi Madhvi, Currently the only way to login to our app is via facebook. However, we can help you place an order over whatsapp. Please let us know your contact details and we can whatsapp you options as per your choice. Else, you can contact us at +91-9920377136. We hope you like the experience with our app. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEHBO7LUdfwQVdBGo5iXchI1kEoVKc7MS6VQnrl3L0QEHDNNo43LT2p6qVwooRAk6R26NED6Srx6mG-Vw
com.flyrobe.android		en	zerolte	2015-10-04T08:24:54Z	1443947094528	2015-10-04T08:24:54Z	1443947094528	5						
com.flyrobe.android	14	en	tianyu92_wet_kk	2015-08-15T18:21:43Z	1439662903871	2015-10-04T09:37:42Z	1443951462875	5	Awesome	I just love the outfit.. I want to request you please add more dresses please and specify the deposit amount also for reserve out fit				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHPQoyZI7Ym0QQ_aJzx9QT5BNQMnf2O5sPuK0Bg4F93HDrOwCemYrl0gfQ7SKcYRPvUFUs8DPDa1OH7zA
