Package Name	App Version Code	App Version Name	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android			en	A7010a48	2017-01-01T15:01:44Z	1483282904214	2017-01-01T15:01:44Z	1483282904214	5						
com.flyrobe.android	34	2.2.3	en	falcon_umtsds	2017-01-01T16:35:56Z	1483288556307	2017-01-01T16:35:56Z	1483288556307	5						
com.flyrobe.android			en	land	2017-01-01T18:37:17Z	1483295837905	2017-01-01T18:37:17Z	1483295837905	5						
com.flyrobe.android			en	kenzo	2017-01-02T07:16:56Z	1483341416983	2017-01-02T07:16:56Z	1483341416983	5						
com.flyrobe.android			en	athene_f	2017-01-02T08:47:32Z	1483346852729	2017-01-02T08:47:36Z	1483346856918	5						
com.flyrobe.android			en	ha3g	2016-12-31T11:13:10Z	1483182790499	2017-01-02T12:50:25Z	1483361425545	1		Disappointed as always				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE_68bRoILndRHmYf5MZwgV3OcnNZBAo8mSC_gC3O9T3PyYqlszZjyG17e_BJ2u65QWwUB13I1i8ekwjw
com.flyrobe.android			en	a5xelte	2017-01-03T08:58:21Z	1483433901980	2017-01-03T08:58:21Z	1483433901980	5						
com.flyrobe.android			en	X3_HK	2017-01-03T12:04:14Z	1483445054378	2017-01-03T12:04:14Z	1483445054378	5		Why to buy designer outfits we can rent such outfits for party marriage or for any occasion at low cost .				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHh2t7OX-89xAhNKw-CwmKdfoSsxY6ZosvbWuNgnMfNtzZC4ThZKznGN3FTmzLvL876g1jKk15vrTqWQw
com.flyrobe.android	34	2.2.3	en	ASUS_Z00L_93	2017-01-03T12:04:55Z	1483445095773	2017-01-03T12:04:55Z	1483445095773	5		Amazing App i would suggest everyone to try these app best clothes collection and no need to pay huge amount .				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFKc5XBVMqRi79JaSyKFEvqEYlwBOz5kMADOC6qI7zu_dzhCF2JtTQDu_uHWbGupaO_2d6u2l-qwJBLXQ
com.flyrobe.android	34	2.2.3	en	A7010a48	2017-01-03T12:05:23Z	1483445123750	2017-01-03T12:05:23Z	1483445123750	5		Lovely App fashionable clothes . i never trusted such online shopping sites . but after used such app i was very much happy with it .				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE8tVBnLVZNu2xbATTl9Hg9aRETKOyagRKRqVJXXWMqxBvGrt8veJ0AtaWypmRMKEo6Iu7TXnLyaA7abg
