Package Name	App Version Code	App Version Name	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android			en	GIONEE	2016-02-01T09:46:40Z	1454320000339	2016-02-01T09:46:40Z	1454320000339	4						
com.flyrobe.android			en	hexing82_cwet_kk	2016-02-01T11:08:43Z	1454324923489	2016-02-01T11:08:43Z	1454324923489	5						
com.flyrobe.android			en	A7000-a	2016-02-01T15:28:47Z	1454340527587	2016-02-01T15:28:47Z	1454340527587	3						
com.flyrobe.android	21	1.0.21	en	lux_uds	2016-02-01T17:48:36Z	1454348916658	2016-02-01T17:48:36Z	1454348916658	2	Keeps hanging	Your app has stopped working.. Is the repeated error which I received.. :(	2016-02-02T06:48:25Z	1454395705081	Hi Devpriya, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details to tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEQzFg4uQW2bpbQ68-ZOzD2LNNLqQWDNsR7KWck38P2QKVxP_66tynPKIbkVjY6NxLNsIrAz88Oi8LZfQ
com.flyrobe.android	21	1.0.21	en	A0001	2016-02-01T18:58:05Z	1454353085397	2016-02-01T18:58:05Z	1454353085397	2		Can't log in at all.	2016-02-02T06:47:47Z	1454395667527	Hi Ankita, Thank you so much for your feedback! Our sincere apologies for the inconvenience caused to you. We will be adding more login options very soon. Meanwhile, you could login as a guest user on our website to place an order. Hope this helps! Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH8O2w2PiF-uM9CAN7-b-wEMtoSrm5LAhHCZoE6uzcyR6sEMBuxH1Q90Sb4qjXG5pKHj3E0-cNL3F5y4g
com.flyrobe.android	21	1.0.21	en	d2usc	2016-02-01T21:24:57Z	1454361897903	2016-02-01T21:26:19Z	1454361979260	1	Didn't like the patterns nor the price	Its overpriced for most of the formal western dresses and there are not much patterns ..they are very basic which u can buy online for the same price instead of rent on other sites or apps	2016-02-02T06:47:19Z	1454395639724	Hi Reena, Thank you so much for your feedback! We are currently in the process of expanding our collection and will be updating it more frequently. Request you to check our app after a few days to see more. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE1PeCS9uTqDRC35goZLVLCe__6-oA0hNvBNqUSp1LSlXjlWrMscvjzfADRzkn0DF6zSROObLYYWDG3GA
com.flyrobe.android	21	1.0.21	en	osprey_ud2	2016-02-02T02:46:55Z	1454381215267	2016-02-02T02:46:55Z	1454381215267	5	Good experience	I have rented thrice from flyrobe...love the packing and the collection of clothes is good too..though the app experience can be improved a little more.	2016-02-02T06:46:31Z	1454395591410	Hi Shwetanjali, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEc6YipPAZG7yRIVmkJYgIpf87waPY6BVWFG22ABc1mMGGbgadGRFFRVLHfNTzstyZDSp3y73wPZxhOew
com.flyrobe.android	21	1.0.21	en	arubaslim	2016-02-02T04:26:34Z	1454387194014	2016-02-02T04:26:34Z	1454387194014	4						
com.flyrobe.android	21	1.0.21	en	cp5dwg	2016-02-02T06:15:27Z	1454393727172	2016-02-02T06:15:27Z	1454393727172	5						
com.flyrobe.android			en	D2302	2016-02-02T06:35:57Z	1454394957294	2016-02-02T06:35:57Z	1454394957294	5						
com.flyrobe.android			en	D320	2016-02-02T06:43:30Z	1454395410211	2016-02-02T06:43:30Z	1454395410211	5	Anita-07738177049	👬"सबका साथ सबका विकास"👬 ✅अपने Android फ़ोन से घर बैठे 10000₹ से 1 लाख प्रति महीना कमा सकते हो.. बैगर कोई पैसा लगाये एक दम 100% बिलकुल फ्री फ्री .. SPONSER ID - 621838 तो जाने आप सब अपने ही android मोबाइल से कैसे पैसे कमा सकते हो ? 1⃣ सबसे पहले अपने फ़ोन के play store में जाओ | 2⃣ वहाँ पर Champcash लिखो और उस apps को अपने मोबाइल में install कर लो ! 3⃣ अब apps पर click करो और sing up with champ cash पर click करके अपनी डिटेल्स भर दो. 4⃣ अब आपसे saponser id पूछेगा वहाँ पर 621838 डाल दो और अपनी id बना लो ! 5⃣ Ch				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFNEFSTp9i6R3ipEVqUcHvmOpvfcas2y4QcTL6WSFGt1aQ-W4reeXCQf8nHLmebgbZRhpgzOgJgdMA8_Q
com.flyrobe.android	21	1.0.21	en	OnePlus2	2016-02-02T07:08:31Z	1454396911367	2016-02-02T07:08:31Z	1454396911367	5	Absolutely adore this app	Its a perfect concept.The prices are also very reasonable and have a great collection. Just a small tip- it should have the option of offering our branded stuff for rent too and it should have a bigger collection in western wear and bags and bling. Ordered for the first time a week back and the compliments I got were priceless not to mention because of a coupon I got the order for free. Booking an order once more today and I hope it won't be a disappointment.	2016-02-02T09:03:05Z	1454403785351	Hi Anaita, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE4_PgUNl5l7WXlXW253MabXfswYY10QriN4YykpSp4HVmAYh1lt7ep9gqvwqoElTwLVSFW5MUg7cTb5g
com.flyrobe.android	21	1.0.21	en	armani	2016-02-02T10:57:01Z	1454410621810	2016-02-02T10:57:01Z	1454410621810	5						
com.flyrobe.android			en	cp3dcg	2016-02-02T14:40:14Z	1454424014743	2016-02-02T14:40:14Z	1454424014743	5						
com.flyrobe.android	21	1.0.21	en	s3ve3gdd	2016-02-02T18:13:45Z	1454436825374	2016-02-02T18:13:45Z	1454436825374	5						
com.flyrobe.android	21	1.0.21	en	A0001	2016-02-02T20:48:18Z	1454446098665	2016-02-02T20:48:18Z	1454446098665	1	only for girls!	when will u mention that??? 😑 uninstalling !	2016-02-04T05:40:37Z	1454564437364	Hi Sanket, Thank you so much for your feedback! In our collection also it is only women's wear. But maybe in future we might start for men! Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGioxTdM5X_tRu5_fINMWh3u3kruIqExy_v3p77jgIm0ICDeWOdCJcmMaEvITaaOfykP1aGO0LH0A14WA
com.flyrobe.android	21	1.0.21	en	A0001	2016-02-03T07:19:00Z	1454483940617	2016-02-03T07:19:01Z	1454483941589	3						
com.flyrobe.android	21	1.0.21	en	osprey_ud2	2016-02-03T08:05:03Z	1454486703740	2016-02-03T08:05:03Z	1454486703740	4	Great concept	Loved my outfit but improvements could be made with respect to custom fitting. The outfit I ordered for my sister was quite lose. The trial option could be added to Indian wear also.	2016-02-04T05:38:51Z	1454564331538	Hi Yashvi, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOG1H0NTrSQ7MJcl5MfFttiMwtCIxJrlZE1rZAHVcKHdagxl03PEp3C90EUK0If3EHT32qDga92iVOKi9A
com.flyrobe.android			en	A106	2016-02-03T12:18:23Z	1454501903320	2016-02-03T12:18:23Z	1454501903320	5						
com.flyrobe.android	22	1.0.22	en	clark_ds	2016-02-03T14:25:43Z	1454509543959	2016-02-03T14:25:43Z	1454509543959	1		Repeatedly showing the error message "unfortunately your app stopped working"	2016-02-04T05:38:20Z	1454564300512	Hi Indu, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details to tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHsN2OzayAEtkyO_1uzntxCVeJ2vXDuUwxZ08mCroXbBsXva1wwIvVCXyhmmuJsXDp_etsoqUOoLc0DHA
