Package Name	App Version Code	App Version Name	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android			en	kanas	2016-03-01T06:23:39Z	1456813419552	2016-03-01T06:23:39Z	1456813419552	5		Awsm app	2016-03-03T05:56:13Z	1456984573476	Hi Alok, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEqg2QRC5r_guvtPzedBltUVXU_gDon-qrzJeIUBU8Lq-Xt65vzlflcvMP_HdiD0gFUL_DlpZ3R0J6OcQ
com.flyrobe.android	22	1.0.22	en	A069	2016-03-01T07:18:03Z	1456816683101	2016-03-01T09:07:45Z	1456823265201	5	Loved dress	i have been using your service and find the collection good. Had a nice experience. Resonable price......	2016-03-03T05:56:04Z	1456984564556	Hi Salma, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHKJ2pY6Hk1mXJWNcpc2_AJ9mszm6SAfOX_36ZytTfy0_TAarVqOjW5BnLvzp-RcBscQh5Pf9lxFcgcPg
com.flyrobe.android	22	1.0.22	en	j13g	2016-02-27T05:55:22Z	1456552522853	2016-03-01T11:25:11Z	1456831511481	5		Good flyrobe in dehli	2016-03-03T05:55:54Z	1456984554082	Hi Ganga, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEmq-rty6uoYt4OL02wGWjV-1hqMnTMM-DNXoMtbBFNRsQ-YxR0SFVaqbEikKrtWbLgLi96ILTjMcKYsg
com.flyrobe.android	22	1.0.22	en	C6602	2016-03-01T11:48:38Z	1456832918861	2016-03-01T11:48:38Z	1456832918861	5	Amazing experience..!!	Got the dress before time..all clean as if new. A complimentary accessory and vouchers for a cab ride. Very thoughtful of flyrobe. I m gonna Book Wear Return Repeat	2016-03-03T05:55:43Z	1456984543903	Hi Angel, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEBfLyzZas7iGaT5qYZTLkeuhwNMmIW0EUcJlPZEn2KfzljZuNBnXleUNIWt7EY_zzgNQqYiBYb1Kumhg
com.flyrobe.android	22	1.0.22	en	OnePlus	2016-03-01T16:18:52Z	1456849132394	2016-03-01T16:19:42Z	1456849182021	4						
com.flyrobe.android			en	zoom_row	2016-03-02T04:07:26Z	1456891646496	2016-03-02T04:07:29Z	1456891649038	5						
com.flyrobe.android	22	1.0.22	en	htc_a5mgp_dug	2016-03-02T06:34:13Z	1456900453563	2016-03-02T06:34:13Z	1456900453563	4	Easy to use	Liked the styles and deals offered	2016-03-03T05:55:33Z	1456984533266	Hi Silvi, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHzm68fpFkhYcblO040IO2WsC2M6QXUH1w-e3iDfKdElIAr7lZwfcCOmyRFK5sqxqJ_UTdNUqLv6JymFQ
com.flyrobe.android			en	lux_uds	2016-03-02T08:15:05Z	1456906505139	2016-03-02T08:15:05Z	1456906505139	1	It's very bad app	Your app is not working its effects on your business if your app not opening	2016-03-03T06:03:45Z	1456985025480	Hi Yatin, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details to tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOF8t8aGWiOgjpQjwVYI0RCLqaPDXfHKyJyjeLKD5lLhEAfZPYfBLMJYkJm1Cz8PgVcsyhQh7YApfaw1sg
com.flyrobe.android	22	1.0.22	en	hammerhead	2016-03-02T15:32:58Z	1456932778486	2016-03-02T15:32:58Z	1456932778486	5						
com.flyrobe.android	22	1.0.22	en	OnePlus2	2016-03-02T16:55:01Z	1456937701465	2016-03-02T16:55:01Z	1456937701465	1	Does not have men's clothing	What's the use if you don't have men's section!	2016-03-03T06:10:17Z	1456985417939	Hi Ashish, Apologies for the inconvenience and thank you for your interest in Flyrobe! We currently cater to women's wear only. We hope to add a men's wear line to our collection soon - stay tuned! Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOF41cmk_oMxnvoocFWDid0CPscOGZXcYaS97S8VLngSJlU1RFtFX3mJv0ge-VTMDO2BTglKXEI6B19miQ
com.flyrobe.android			en	a5lte	2016-03-02T17:15:53Z	1456938953933	2016-03-02T17:15:53Z	1456938953933	5		Great app	2016-03-03T05:55:21Z	1456984521017	Hi Bushra, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHENthiGRsT2OvbGyqawGwf90woDFZotybRmbyHCdEyrM4ekTws3m8H6utQ9-gl0vagcbtXY6JHldd0IA
com.flyrobe.android	22	1.0.22	en	osprey_ud2	2016-03-02T17:29:44Z	1456939784999	2016-03-02T17:29:44Z	1456939784999	5		Nice app	2016-03-03T05:55:11Z	1456984511920	Hi Swamy, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEsk8mRUxOdnJgUkE2PgDRtb4BYMthZpBtPSyKkDhXOQNhLFJsJ84hQWgDomCuxwwlRPg4dvidTYW5ucg
com.flyrobe.android	22	1.0.22	en	htc_v02_dug	2016-03-02T17:34:59Z	1456940099688	2016-03-02T17:35:06Z	1456940106664	5		Wonderfull	2016-03-03T05:54:59Z	1456984499020	Hi Harshal, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGt7W35IFuMqEFkQRI1yMpdONnUiyP1SB9Eb7FoN1ovnM81j_VIv34y8E6wmchjAeRkEb-ivMqk9svygA
com.flyrobe.android	22	1.0.22	en	lux_uds	2016-03-03T05:53:32Z	1456984412150	2016-03-03T05:53:32Z	1456984412150	3	The app stops abruptly	I would love to get a piece of ur collection but the moment I proceed to even check the details for a particular outfit...the app shutsdown....it's quite annoying...please help	2016-03-03T05:54:37Z	1456984477433	HI Steffi, Thank you so much for your feedback! Our sincere apologies for your experience with our app. Could you please email us your contact details to tech@flyrobe.com? We will get in touch with you and resolve the issue at the earliest. Regards, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOESGywHs35rp3qhCg57lPR5oVMfjdw-IE-3U7jIRR36SD_iSmGLSUjWOpK1VoUvE8spAQBW2XWMJkt2ww
com.flyrobe.android	22	1.0.22	en	K50a40	2016-03-01T12:18:38Z	1456834718778	2016-03-03T06:02:01Z	1456984921364	5	Awesum App	Had an amazing experience renting an outfit..	2016-03-03T06:20:31Z	1456986031075	Hi Akshata, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGGv1bysxiYnsZN77PREH7xWSQLLlyoP6c2A-G1C06wunwlbKb37VhCkWgtmUFvbqp5t6G2qCxwh5rojw
com.flyrobe.android	12	1.0.12	en	m7cdwg	2016-03-03T10:05:36Z	1456999536444	2016-03-03T10:05:36Z	1456999536444	5						
com.flyrobe.android			en	htc_v02_dug	2016-03-03T11:56:23Z	1457006183933	2016-03-03T11:56:39Z	1457006199732	5						
com.flyrobe.android			en	s3ve3gdd	2016-03-03T12:53:12Z	1457009592851	2016-03-03T12:53:12Z	1457009592851	2		I got the link to the app through gmail address and it was disappointing that the app doesn't allow me to signup through Gmail..!! Ironical..!! I hope you guys allow signup through google account too..! Or else The concept is superb..!!	2016-03-05T14:51:38Z	1457189498724	Hi Krunal, Currently our app only has Facebook sign-in only. If you don't want to use the Facebook sign-in option, you can go to our website and do a Guest checkout. Hope this helps. Best, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEwn8wnb9F-0PWB9SJvOW3xMqjMAG17_KFuvOzPAWALRw8b3ae4Nuz0Vet67bsldgx3NCB5iyiqKC0-8A
com.flyrobe.android	22	1.0.22	en	lux_uds	2016-02-08T12:19:57Z	1454933997690	2016-03-03T13:00:31Z	1457010031945	1		Very bad customer service experience. I ordered 4 dresses from ethnic collection and they took 16k security deposit. Now they are trying to fool me by charging heavily to repair the dresses which are little damaged. They are not refunding the security deposit. Plz beware of them. I would never ever recommend anyone.	2016-03-03T13:44:58Z	1457012698641	Hi Sarika, we try to charge the lowest amount to the customer in case of damage and in most cases we let go of it. In this case, 2 outfits were torn and 3rd had a major stain. We spent Rs. 10k to repair these in order to maintain our quality standards, have charged you only a fraction of that. Request responsible usage of our garments. Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOF_WsLFJpmTUaT4dr9RnVLf_r71RdoQlWho2IIeeE_fuvKX5TI5UtA_4zwrwWueDWW4iOx9DlBxLtBvAQ
com.flyrobe.android			en	e53g	2016-03-03T13:00:46Z	1457010046784	2016-03-03T13:00:46Z	1457010046784	3						
com.flyrobe.android	22	1.0.22	en	cdma_spyder	2016-03-03T17:10:21Z	1457025021812	2016-03-03T17:10:21Z	1457025021812	4	Great service	Helped a lot with the ordering process	2016-03-05T14:47:11Z	1457189231485	Hi Vaibhavi, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEJWLmGeohuWLhwiHz2NoswdyVswpXIvdLPKXmLcfDyCOSKidbGf90kMOFwZOitWdtr6hBcrM53Zn1asQ
com.flyrobe.android	22	1.0.22	en	YUREKA	2016-03-03T11:16:58Z	1457003818657	2016-03-03T18:37:14Z	1457030234326	5	Collection and quality both are excellent	Definately they deserve 5 star. Always on time. They have good collection but would appreciate they can add more to it. No other issues. Good luck!!! 👍	2016-03-05T14:23:48Z	1457187828168	Hi Shejal, Thank you so much for your awesome review. We are glad you enjoyed your Flyrobe experience! We keep adding new outfits to our collection every month. We sincerely hope you like them. Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFIMuaujLlV21LObslEoZHsogKkwEew59nIUD6WFVQh4DvDU70ZQmlwlTooxN_0Yp9l7jf8NiW9p-HbpA
