Package Name	App Version Code	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android		en	k3g	2015-09-01T01:58:54Z	1441072734609	2015-09-01T01:58:54Z	1441072734609	5						https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEgraMDOkhoHXwPCUCclL_jwpcBtWvjZHKHX-g67h_tM6ENwHeadh584bLmz2q_xV_-EZMbEiBeq0ggwQ
com.flyrobe.android	11	en	grandmax3g	2015-08-16T11:04:39Z	1439723079934	2015-09-01T06:19:16Z	1441088356595	5		I luvd d idea....nd d collection....gud goin	2015-08-24T04:21:13Z	1440390073935	Hi Falmai, Thanks for your message. We are updating our catalogue with more collection soon, look out for updates on our app. Hope you like the Flyrobe experience. Best, Team Flyrobe 	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFvB64m8DHNZqMnoVKIBRTBSdCu_dSm68G5ruqXOSt0mDCb65pQLwN1UhQI7Ufr-wVqbzEoWJO1u8ZndQ
com.flyrobe.android	11	en	kanas	2015-09-02T08:39:35Z	1441183175652	2015-09-02T08:39:35Z	1441183175652	5		Amazing concept	2015-09-02T11:50:59Z	1441194659702	Hey Sumedh, Thanks for your message. Hope you like our service. :) Team Flyrobe 	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGNRYKHMzvtlWvYTzXE2SFPChOsYtp8Aigxd7MWRgNyKDirmduzIQpIL8gC_eszdgnMYjHwT_WJalgDKA
com.flyrobe.android	11	en	dior	2015-09-05T06:28:22Z	1441434502082	2015-09-05T06:28:22Z	1441434502082	4		You could have a collection for men's too Shreya. Love the concept superb implementation. I am sure you will make this a phenomenon.	2015-09-05T09:55:39Z	1441446939684	Hey Jagdish, Thanks for your message and compliments. We are planning to launch the men's collection in the coming months. Hope you would like it when it is live. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE_OPbVIO3dUdDFshSkjjqt6kDM_wjBf59cyBL0I1Ue-5AFiuLrZA-gWMtbUc-QlwobUxBMy7hFCutF6Q
com.flyrobe.android		en	iBall	2015-09-05T06:58:19Z	1441436299953	2015-09-05T06:58:19Z	1441436299953	4						https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFlrb3xgLpowjwE7xsOqtJ0gSQFbwxJVaeD1M_HG3_s2sPBxK9XUexecNSIbpfDTgSAeUd5vJ9XxqVylw
com.flyrobe.android		en	degaslte	2015-09-06T11:23:23Z	1441538603060	2015-09-06T11:23:23Z	1441538603060	5						https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFnQGZHHQf03KZm2t3flOiV6IZx7sEb-D-RgqQXXLDZyYCFLkvZcV-5oUbdh7joKjvHfvN5eXfO1H8Qaw
com.flyrobe.android	11	en	arubaslim	2015-09-06T12:08:24Z	1441541304546	2015-09-06T12:08:24Z	1441541304546	4		How do I get d size chart? I m not able to select d retail option on the app....n there is no place to enter the voucher codes. ..Please do help at d earliest	2015-09-07T06:01:44Z	1441605704266	Hey Manjiri, Thanks for writing to us. Can you email your contact number to hello@flyrobe.com so that our team can contact you to understand & solve your problem. Regards, Team Flyrobe 	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGlUArOwLYF4yHMGYAFOzFGpahek4oLlLmoA3zMZzUaWqyYbc8RPMqK-FpxYuVW4Egz1VeHpPThF0ES4w
com.flyrobe.android	11	en	YUPHORIA	2015-09-07T11:01:17Z	1441623677558	2015-09-07T11:01:17Z	1441623677558	5	what r d return policy???	and up to what tyming we have to return	2015-09-08T06:16:26Z	1441692986099	Hey Neha, Thanks for writing to us. You will get your outfit for a three day rental period. Our customer care people will call you to schedule the pick up time depending on your convenience. For any other query drop a mail to hello@flyrobe.com Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHW_6rr5Ls1530VqEVWdJuUfRqJPTAiMsXwJixYHd8CZ4xDHVQq4GXrjqXi9xh3JJys9hPwKZCDBq_cjQ
com.flyrobe.android	11	en	X2-AP	2015-09-07T16:50:33Z	1441644633323	2015-09-07T16:50:33Z	1441644633323	4	Good app	But m not able to place order.and how to place order for bags?	2015-09-08T06:21:39Z	1441693299259	Hey Hetvi, Thanks for writing to us. We have received your order and our customer care people will contact you for scheduling the delivery. There seems to be an issue with some Samsung phones. This will be sorted out in the next update. Hope you like our service. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOF-W3Z3N4ny_WUpz6X1j8kjZ4teulHE_5ZN8Ac9-nP61Qb4YitCWcC2iZvDaRcPXrvyM2ej0MJyJxvOXA
com.flyrobe.android	11	en	htc_eyetuhl	2015-09-07T17:35:04Z	1441647304590	2015-09-07T17:35:04Z	1441647304590	4						https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHS3YU0KcXXprko0WzSFdP4dSmR2q6JbQplEuLAJMIB3-HYEWdMT5xHOwJP7v45H9cZaeqLTWNt26fkhA
com.flyrobe.android	11	en	k3g	2015-09-08T16:58:49Z	1441731529447	2015-09-08T16:58:49Z	1441731529447	1						https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFUoXH7yo7OsumnWrJPWrp8LldbJi_UYq0cRwHwMzpRROTZ1cznXehrShTfynatI_yG1Rv5rnsCaV8Y2g
com.flyrobe.android		en	tblte	2015-09-09T17:40:43Z	1441820443240	2015-09-09T17:40:43Z	1441820443240	4						https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGKp85leRRt9PfW6E3N4Rkj_oD0cgXn8xEGhQ5xKE5vgwFM_8b_za2J4ole8bgMDdQEnl0NBaPixPdgtw
com.flyrobe.android	11	en	ms013g	2015-09-09T18:42:51Z	1441824171629	2015-09-09T18:42:51Z	1441824171630	4						https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHs9kPWWe7UatWI6VccK5I6969L94sDFkcF8kWS3rgtOmtm2VlSwiZzX0-URXkNMZXZhdJImB3yru5yTA
com.flyrobe.android	11	en	tianyu92_wet_kk	2015-09-10T06:09:43Z	1441865383207	2015-09-10T06:09:43Z	1441865383207	3		I have trouble accessing to d special dresses for occasions...also do you offer traditional wear for rent?	2015-09-10T08:30:20Z	1441873820136	Hey Jishnu, Thanks for writing to us. If the issue is happening while you are accessing occasions under Flyrobe Express write to hello@flyrobe.com with your contact number and we will contact you. Flyrobe Reserve is going to be launched soon. It will have outfits for your planned events/occasions including traditional wear. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE77ut0t8IaP2LE1aPQCyfvFh7Ern--3bYHvy1qpbGqZESCQP0np0ttIM6ySLoBvWF__6vzxjgv2guEhw
com.flyrobe.android	12	en	t03g	2015-09-10T19:11:22Z	1441912282549	2015-09-10T19:14:28Z	1441912468842	5	Great App	Finally this concept in India.	2015-09-11T08:07:15Z	1441958835738	Hey Jahnavi, Thanks for your message. We hope that you like our service. Regards, Team Flyrobe 	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHtfa4vyTcRIuoyn_FLhDOlwcGKIW6m9gNJbBvL0ugOjh6Zs6fqpMsyXA3V-U2eRplhuXcmMolb3-3N6g
com.flyrobe.android	12	en	ha3g	2015-09-10T19:59:23Z	1441915163552	2015-09-10T19:59:23Z	1441915163552	5						https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFMlwc5HdhVORtM8WUj6fzYDIz6erdHFizPGKM9F5JcJMHzL_qpBUYtHD8xz_irAwVlKp0k12mhCwzhyg
com.flyrobe.android		en	E5363	2015-09-11T16:58:14Z	1441990694548	2015-09-11T16:58:14Z	1441990694548	1		Dsnt install on my phone 😣 please help out	2015-09-12T03:57:19Z	1442030239679	Hi Ritika, Thanks for writing to us. Can you please share your number at hello@flyrobe.com or call us at +91-9920377136, we will resolve your issue over phone. Thanks, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGn4jCOMTG5zZ4_dKYtIgSz42L28zy6dNxTYPRidq6hz1FhYujlvgHvcmvEVpEy3QakRF0Hzsl_ovxWEA
com.flyrobe.android		en	A7000-a	2015-09-11T23:51:25Z	1442015485325	2015-09-11T23:51:25Z	1442015485325	1	Error	Keeps on throwing error 504.	2015-09-12T04:33:51Z	1442032431802	Hi Priyanka, We regret the inconvenience caused but error 504 is a result of bad connection during installation or due to residual files from the previous version. It could also be due to insufficient space in the device. Could you send your contact details at hello@flyrobe.com and we shall call you to resolve the issue. Thanks, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFbrj8ciw6R8fyo9rrn4CSdoZLWNspARQX0KgrqlwBQ7nEYAeGd2J75wSOM9NfDAYU9ZHkzFnePyM8FAA
