Package Name	App Version Code	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android		en	Andi5M_Xotic_2GB	2015-12-03T10:21:17Z	1449138077819	2015-12-03T10:21:40Z	1449138100887	5						
com.flyrobe.android		en	e73g	2015-12-04T01:22:33Z	1449192153892	2015-12-04T01:22:33Z	1449192153892	4						
com.flyrobe.android		en	HM2014818	2015-12-04T13:55:00Z	1449237300742	2015-12-04T13:55:17Z	1449237317019	1						
com.flyrobe.android	19	en	OnePlus2	2015-12-04T17:42:52Z	1449250972234	2015-12-04T17:42:52Z	1449250972234	1		I ordered a dress from Gala celebration. They sent a Google form for custom fitting. Wt a waste of time, if you guys don't want to deliver.	2015-12-13T09:44:15Z	1449999855175	Hi Utkarsha, We are sorry to hear this. We take measurements for custom fitting via 2 means- either we send our fitting expert or we send a simple Google form where you can enter them. Either of it is done with your consent immediately after you place the order which was what we did in this case too. Hope you give us another shot. Love Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEn6m0FvO2buUhl60QGDQ5kD3FJ1i5CklHI9xSSgDDystfplAi_OSu5O86zuDEK-Yunchz_m2jZomfKbw
com.flyrobe.android	19	en	htc_a52dtul	2015-12-07T08:05:06Z	1449475506443	2015-12-07T08:05:06Z	1449475506443	1	Useless	After the app is downloaded and u login with your fb account...you can't view any dresses..just keeps loading the page.	2015-12-07T12:57:19Z	1449493039879	Hi Archana, I am really sorry to hear about this. Today in the afternoon our app was down for around 30 mins for urgent internal maintenance and hence you faced this problem. Please try again, it should work fine now. If you still face any problem, please drop us a mail at tech@flyrobe.com and we will sort out the issue. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHDxrx4NGQTfolaRiPVH3PJTALEmjCpmxnOVrYQEUZci24AaNIKN_U9r3BBLPRTiRSskQOXZEdrumAKzw
com.flyrobe.android		en	htc_a51dtul	2015-12-07T10:06:55Z	1449482815755	2015-12-07T10:06:55Z	1449482815755	5						
com.flyrobe.android	19	en	D5503	2015-12-07T14:09:43Z	1449497383472	2015-12-07T14:09:43Z	1449497383472	5	Brilliant Concept	In love with their ethnic collection and kudos to the expectional service that they provide!	2015-12-07T14:13:13Z	1449497593511	Hi Sonali, Thank you so much for your kind review. Hope to keep serving you in the future. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHnGNwTpH5XVghw2cP0dlUUz773SdDS7DnwA5iU2LNsRb4wrAgKPU2-vaTLviO-HGr31BH91d7SSAC_zg
com.flyrobe.android	19	en	j7elte	2015-12-07T15:26:21Z	1449501981135	2015-12-07T15:26:21Z	1449501981135	1	Fuckin concepts	Don't download it... useless app				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHYfUZnvvlM2n27e5Vm_wejSy-U9WQ5M5GTvu9qNpoEacd2YInJI07zsIx8jiqjMqzV28pUMzPaFiFpWg
com.flyrobe.android		en	m0	2015-12-07T19:33:39Z	1449516819402	2015-12-07T19:33:39Z	1449516819402	4						
com.flyrobe.android	19	en	ASUS_Z00L_63	2015-12-08T07:56:28Z	1449561388656	2015-12-08T07:56:28Z	1449561388656	1						
com.flyrobe.android	19	en	D2302	2015-12-07T14:15:26Z	1449497726384	2015-12-08T13:52:32Z	1449582752203	5	Excellent concept	Good design and variety				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEe3v0rGH_gQm9j0V0qdeU-_MHTmU9JfmeHjXvON_jLP4sMzBJ_6SvGiZYThW8UTxm_TbLYvIvyuxmG3g
com.flyrobe.android	19	en	Q450	2015-12-08T16:33:09Z	1449592389444	2015-12-08T16:33:09Z	1449592389444	2		I hope dere was something for man as well				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGj3onDpDR9x3wdf1y-wdwGaznWI88JxY-TMkUrffE26bSS1qQy7EwcEOmyvHEAEjJcSO7naRyOv7qjNg
com.flyrobe.android	19	en	armani	2015-12-08T20:04:04Z	1449605044478	2015-12-08T20:04:04Z	1449605044478	5						
com.flyrobe.android	19	en	e53g	2015-12-09T06:24:47Z	1449642287022	2015-12-09T06:24:47Z	1449642287022	1	No response	Trying since 5 days started a chat session, sent emails, tried calling but no response is given by them! If they can't be attentive when we want to book something how will they provide service after booking.	2015-12-10T12:54:24Z	1449752064557	Hi Anju, We are really sorry to hear about your experience. We have just dropped you a mail regarding this. Please reply back with your number and we will give you a call right away. We hope to give you a flawless experience going forward. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHEfvl_GuSMhUQjoBaIvW31mGapQ2p7qFbMsp_zKwYBkNPK47fNKQQPFeXiJSIP7Lb1nq4gQP_IhCcl0A
com.flyrobe.android	19	en	j5lte	2015-12-09T06:32:40Z	1449642760070	2015-12-09T06:32:40Z	1449642760070	4	Seems an awsome app	dresses designs are fantastic.. It should be also available in kolkata... 😐				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGfRLfzAhsIkKujVWdagUJGoXv3MXNeJi-usRX2T_sQ-1X5juvgpsWzLFNrpmkecqwIiZ_LwhZ3tBQU3A
com.flyrobe.android	19	en	titan_umtsds	2015-12-10T11:41:42Z	1449747702551	2015-12-10T11:41:42Z	1449747702551	5	Loved the collection!	Unaware that dresses were given on rent and not actual purchase 😂😛 just received the dress and I actually loved it. Wish I could keep it😞 really happy with the way it was delivered, the quality and service. Looking forward to order for the new year now! Excellent 👌				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOG4wCbrB8QMBbY5dn5ekjYeYuoC1ECvs2ZrWAJhPP-E24IbwUq4xUze9wIZST2adbK3lsAhtxX4G8pVdg
com.flyrobe.android		en	E455	2015-12-10T12:43:13Z	1449751393881	2015-12-10T12:43:23Z	1449751403704	5						
com.flyrobe.android		en	ms013g	2015-12-11T06:47:08Z	1449816428107	2015-12-11T06:47:08Z	1449816428107	2	Navi Mumbai	I'd give 5 stars if this comes to navi mumbai even we navi mumbaikars want to wear such awesome dresses. Please have it here. Also I am interested to do a start up here. Do respond soon.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHbl3LYJ_6za-1DvBiU6jIbnjUI-YePB2S1XcZX9luLRv1SkMPMxapxyNS8wVg5x9Eol1X8UENxX7S0Ww
com.flyrobe.android	19	en	Q345	2015-12-11T07:49:16Z	1449820156505	2015-12-11T07:49:16Z	1449820156505	5	Amazing collection	I ordered an ethnic wear few weeks ago and l'm really happy with their fast service and awesome collection. The dress was beautiful and stitched according to my size. Will order again. :)				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOElgF5etzEcpmypIuU7UXEGMtOI5VBJKNtW7lSkqA11kv9SKSMQJ1nWnFcFsVJiLC9XYXkPN_O4cz0hgQ
com.flyrobe.android		en	ja3g	2015-12-11T16:26:57Z	1449851217801	2015-12-11T16:26:57Z	1449851217801	5						
