Package Name	App Version Code	App Version Name	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android			en	htc_v02_dug	2017-06-01T06:52:20Z	1496299940275	2017-06-01T06:52:39Z	1496299959233	4						
com.flyrobe.android			en	Y51L	2017-06-01T07:42:31Z	1496302951070	2017-06-01T07:42:36Z	1496302956500	4						
com.flyrobe.android	35	2.2.4	en	OnePlus	2017-06-02T03:59:46Z	1496375986262	2017-06-02T04:00:21Z	1496376021776	5		Amazing collection				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHG-kMrfEbGP_CMcfM48SIiDZ7W4PG8UuavMHTc4hI3STJYYyHieUkxSvAD8mnzlPWAtkaAlZoWMcHm-w
com.flyrobe.android			en	titan_umtsds	2017-06-02T12:33:45Z	1496406825473	2017-06-02T12:33:54Z	1496406834753	4						
com.flyrobe.android	35	2.2.4	en	X3_HK	2017-06-02T21:46:12Z	1496439972806	2017-06-02T21:46:20Z	1496439980360	5						
com.flyrobe.android	35	2.2.4	en	grandprimevelte	2017-06-03T12:57:51Z	1496494671455	2017-06-03T12:58:38Z	1496494718822	5		This app is perfect with girls clothing				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGbRM1f0jeQPr8V7SQTCSr5sXvTYvuhtkVWhdQ_OYyNIB6wv3UYQCp0eBr-3xpRq9CsoAWJ7Kb9JQi0Ew
com.flyrobe.android			en	merlin	2017-06-04T12:18:16Z	1496578696542	2017-06-04T12:18:38Z	1496578718550	5						
com.flyrobe.android	39	2.3.0	en	Z1	2017-06-04T17:11:38Z	1496596298201	2017-06-04T17:12:25Z	1496596345846	1		Never ever trust their word on delivery. Worst ever service experienced.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHA4MTG-rmdieRpuSIuXVZkBkALTIhGD62LIYxdXXBezg6Bv6zTpSkW3_vDJGz5awNWscENY2ra33aPDA
com.flyrobe.android	39	2.3.0	en	OnePlus3	2017-06-05T03:51:19Z	1496634679974	2017-06-05T03:54:15Z	1496634855665	1		Worst service.. Don't trust on these guys. They don't deliver on time and the product quality is pathetic. No customer feedback. #Disappointed				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHsKa4957T6PtGJwa_DE5p42HQBNxZIvWk2sQGoAuNThpToQr5a409TV_lYMAbmiY1jGijOZ9hV_8xseQ
com.flyrobe.android	39	2.3.0	en	j7elte	2017-06-05T14:30:34Z	1496673034732	2017-06-05T14:30:38Z	1496673038660	1						
com.flyrobe.android	35	2.2.4	en	j7xelte	2017-06-05T16:39:59Z	1496680799555	2017-06-05T16:40:09Z	1496680809371	5						
com.flyrobe.android			en	A0001	2017-06-06T08:02:46Z	1496736166517	2017-06-06T08:04:04Z	1496736244588	1		Totally a fraud app they just cheat.will deliver d.goods which u haven't ordered and than later on deny to return n refund as well a cheated app				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGQIc6uNYkLOxsGl6tE5IAGpziX8HnnJVsuiRNinm24ZnRJcWhxMq5-xrfSU478ZGmA2Zae6swN1roQbQ
com.flyrobe.android	35	2.2.4	en	mido	2017-06-06T14:31:17Z	1496759477141	2017-06-06T14:31:19Z	1496759479887	5						
com.flyrobe.android	35	2.2.4	en	V3Max	2017-06-06T16:14:24Z	1496765664137	2017-06-06T16:14:48Z	1496765688852	4						
com.flyrobe.android			en	Y15S	2017-06-07T17:10:26Z	1496855426388	2017-06-07T17:10:39Z	1496855439363	5						
com.flyrobe.android			en	athene_f	2017-06-09T17:34:34Z	1497029674743	2017-06-09T17:34:43Z	1497029683559	1						
com.flyrobe.android			en	j7elte	2017-06-10T14:59:38Z	1497106778457	2017-06-10T15:04:06Z	1497107046727	4						
com.flyrobe.android	39	2.3.0	en	le_s2_ww	2017-06-12T12:11:10Z	1497269470570	2017-06-12T12:11:10Z	1497269470570	4						
com.flyrobe.android			en	potter_n	2017-06-12T12:56:18Z	1497272178989	2017-06-12T12:56:24Z	1497272184708	5						
com.flyrobe.android			en	kenzo	2017-06-15T13:23:44Z	1497533024633	2017-06-15T13:24:08Z	1497533048424	1		Worst ever app..				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGRBN-36LLzlooc_JuVn_gMRZeHpWc-9Raog8eXr_QLgzg6F7cgRGtjWcPtG9b0wkR3En0fFTuYB2v1Yw
com.flyrobe.android	39	2.3.0	en	j7elte	2017-06-16T02:50:20Z	1497581420094	2017-06-16T02:50:27Z	1497581427125	5						
com.flyrobe.android			en	land	2017-06-16T04:00:46Z	1497585646894	2017-06-16T04:01:10Z	1497585670079	5		Love this collection				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGjORLezgsivtv57g3z_KZw6INe_FSa9AgoWBS1Lehe-M6q2lLsZaLdQffyJHu-bS4quRUie324uHsC1w
com.flyrobe.android			en	HM2014818	2017-06-16T14:50:50Z	1497624650591	2017-06-16T14:50:58Z	1497624658957	5						
com.flyrobe.android	39	2.3.0	en	rolex	2017-06-18T07:37:18Z	1497771438306	2017-06-18T07:46:04Z	1497771964592	1		Pethetic service,worst quality dresses				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE_6r2CfnRY76XYfhNdd9D-6zMIDHc9eDLu9yZXzJErHHevCf0amAI895-zacx7r7Eax85o3Si1X_m7kA
com.flyrobe.android	39	2.3.0	en	a8hplte	2017-06-18T08:27:34Z	1497774454433	2017-06-18T08:30:12Z	1497774612808	1		Hey flyrobe, care to even inform your customers before cancelling orders? Last I heard your team would call me and take up my concern .. it's been 2 weeks now .. I haven't heard from you guys! If u cannot serve customers well, do not enter into this business .. shame on u guys!				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH8dZix1gcDoZG-S0iZOJtcIPK19S5xB1KMjkmMIp01eRJ5u1-RJN-FBvNd55Erer7W5WpM0e12QsIXuQ
com.flyrobe.android			en	kenzo	2017-06-18T11:04:30Z	1497783870177	2017-06-18T11:04:41Z	1497783881591	4						
com.flyrobe.android			en	j7elte	2017-06-19T11:01:46Z	1497870106970	2017-06-19T11:01:53Z	1497870113871	5						
com.flyrobe.android	34	2.2.3	en	mido	2017-06-19T11:30:32Z	1497871832454	2017-06-19T11:30:38Z	1497871838188	4						
com.flyrobe.android			en	j7elte	2017-06-20T03:39:47Z	1497929987933	2017-06-20T03:40:07Z	1497930007810	5		NYC app				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH2sNA2fSjbSlTPrC9diZSpK1FPZ0hkWwFAQy_z8zuoXz9ydZlSvCkVR--f7d10RnUi4KEIwcRmTl7VyQ
com.flyrobe.android	39	2.3.0	en	land	2017-06-20T18:25:04Z	1497983104673	2017-06-20T18:25:24Z	1497983124281	1		Pathetic				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOET4PZyNfi433HQzZdBDv1r_6__HUzWS_CcS93ykir1OB6HRP3_-5T8Jh_2MdV5D7cf4gps0Mook5-8wg
com.flyrobe.android			en	j7elte	2017-06-21T06:05:05Z	1498025105210	2017-06-21T06:05:05Z	1498025105210	5						
com.flyrobe.android			en	F3216	2017-06-21T11:41:39Z	1498045299656	2017-06-21T11:42:15Z	1498045335352	5		Love this app.... Keep your standard..... 👍				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHbMGRGsgs26oICTMWaVB2rJ_4BQ5iS5HHnhgkteIEw69tini6z0Z3BrWAwFGCmz7gn5H9NXe5GQvs7SQ
com.flyrobe.android	39	2.3.0	en	harpia	2017-06-22T06:29:37Z	1498112977372	2017-06-22T06:30:52Z	1498113052812	2		Flyrobe should extend their service to other cities also...it should not be limited to handful of cities. I am in Kanpur but flyrobe isn't available here				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH9cNdMcyLpgsg-hPtKmcB8d_v4wZ7LhCBxs828BLexfO2xmUCyv-tImzSks2aG9LwQ0GGLwcJ4pkkvkQ
com.flyrobe.android	39	2.3.0	en	ferrari	2017-06-22T09:38:06Z	1498124286528	2017-06-22T09:38:06Z	1498124286528	5						
com.flyrobe.android	39	2.3.0	en	mido	2017-06-22T10:15:47Z	1498126547776	2017-06-22T10:15:47Z	1498126547776	1						
com.flyrobe.android	39	2.3.0	en	kenzo	2017-06-22T15:45:26Z	1498146326509	2017-06-22T15:45:37Z	1498146337036	5		Very nice and affordable concept.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEW760oNQNtJUYEiTzeaTTfR5iFvSZB_8hm4Oxu_HNBxaAxbMSbP0LRIKTO-4M9-vjOzKtBSXfvTDl4Og
com.flyrobe.android			en	cancro	2017-06-22T16:32:01Z	1498149121724	2017-06-22T16:32:01Z	1498149121724	5						
com.flyrobe.android	39	2.3.0	en	K33a42	2017-06-22T16:56:09Z	1498150569191	2017-06-22T16:56:09Z	1498150569191	1						
com.flyrobe.android	39	2.3.0	en	mido	2017-06-22T22:02:03Z	1498168923287	2017-06-22T22:02:03Z	1498168923287	5						
com.flyrobe.android			en	LS-4505	2017-06-23T06:13:13Z	1498198393658	2017-06-23T06:13:13Z	1498198393658	5						
com.flyrobe.android			en	XT1663	2017-06-23T16:42:03Z	1498236123530	2017-06-23T16:42:03Z	1498236123530	5						
com.flyrobe.android	39	2.3.0	en	kenzo	2017-06-23T18:47:51Z	1498243671117	2017-06-23T18:47:51Z	1498243671117	3						
com.flyrobe.android			en	A7020a48	2017-06-24T04:24:01Z	1498278241203	2017-06-24T04:24:46Z	1498278286785	1		Seem like fake , not good than other sites				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEkitv2LBRob2gpOosSJm6hRdBeBtZKfsYdLZ8okC2weX_L0chfv6zydI41cIrknttrlCw-Tk4hlPJZ2A
com.flyrobe.android			en	j7elte	2017-06-24T13:11:47Z	1498309907536	2017-06-24T13:12:39Z	1498309959243	1		Useless site no options and the rental prices are very high....				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGIz5lpYBqhCc7dXUQHP3rpP5ZkBpITKFc5dMT_aIUg63pqjjzt2uvN1ZIfRCeEeQBC99fObAE7RNlz0w
com.flyrobe.android	39	2.3.0	en	X3_HK	2017-06-24T15:22:57Z	1498317777225	2017-06-24T15:22:57Z	1498317777225	5						
com.flyrobe.android	39	2.3.0	en	j7xelte	2017-06-24T21:33:17Z	1498339997609	2017-06-24T21:33:17Z	1498339997609	1						
com.flyrobe.android			en	mido	2017-06-25T11:18:33Z	1498389513719	2017-06-25T11:18:33Z	1498389513719	5						
com.flyrobe.android			en	lux_uds	2016-09-14T18:34:40Z	1473878080969	2017-06-26T18:33:02Z	1498501982185	5						
com.flyrobe.android	39	2.3.0	en	helium	2017-06-27T08:06:20Z	1498550780859	2017-06-27T08:06:20Z	1498550780859	5						
com.flyrobe.android	39	2.3.0	en	OnePlus3T	2017-06-28T07:38:44Z	1498635524445	2017-06-28T07:39:43Z	1498635583780	1		They wnt deliver the product on time.. And they wnt even care about that.... Will never ever rely on them for their hideously bad service				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFfKnxEvgpoewZ0p-tK3WhX2S_InPAoeMhb0vX20M2IE9xbuE6rbMMcTG5jekvr2L951FTow3fNQdfDdw
com.flyrobe.android	35	2.2.4	en	A7010a48	2017-06-29T05:30:48Z	1498714248301	2017-06-29T05:30:48Z	1498714248301	4						
