Package Name	App Version Code	App Version Name	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android	35	2.2.4	en	K50a40	2017-04-01T02:37:03Z	1491014223203	2017-04-01T02:37:08Z	1491014228765	5		first-rate best first-class software preserve up the work going right and rent clothes a lot without difficulty for all customers and consumers				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGEVEj7wAacuakhsALPYQ8W95N36CHTEzEV3Hls_1yPSwONUt7gZDuWdQUD6kz_vKVbUPy3exthJqCmng
com.flyrobe.android	35	2.2.4	en	on7xelte	2017-04-01T03:23:23Z	1491017003446	2017-04-01T03:23:30Z	1491017010376	5		one of the great easy and protection shield services are to be had from slide and you may be amazed to peer how many grey dresses you could find in one software				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOET49Vns5Y9jisaDd5Y2oSJHJgxyN6u_ndSBqZQEKqrPnrAVWwPdAcJgsci_mqmaV9cc_h_46lO_-Uo3w
com.flyrobe.android	35	2.2.4	en	A33	2017-04-01T03:46:33Z	1491018393923	2017-04-01T03:46:56Z	1491018416137	5		No compromise on do they have got incredible attire and that they offer the entirety on a condominium basis for however long you want wonderful to use				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEuL_1N2LMm_4ZsQ-vDQQn_Y_GOS4TMvvJ-3ZZ6VD4tMNVhnvyjurxYKejCuBeUNoChuNVBNdQcWjs1mw
com.flyrobe.android	35	2.2.4	en	Aqua_Ace	2017-04-01T04:08:45Z	1491019725946	2017-04-01T04:09:59Z	1491019799562	5		Flyrobe has so many advantages that you will be amazed uses utility to do that software as soon as and you will honestly love it				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHwwKfgxeDD2_yfWuTWTyUoUZbs7pVXg2QfOXf75vlKr7-6agZBtSC7n1ylc9SwKfYK2tBl7kghz5jLZg
com.flyrobe.android			en	AQ5001	2017-04-01T02:01:17Z	1491012077190	2017-04-01T04:37:22Z	1491021442762	5		unfastened apartment services for fashion designer dresses and bridal robe with help you to shop a variety of money on non habitual costs on line				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFiBKywq3ohANOdCa3Y3HH3GHSx_fTp80OYTbptVERe_n6rWBmxMS-e_SVecheQUdN4wL535h4TYW9s-Q
com.flyrobe.android			en	osprey_ud2	2017-04-01T06:06:53Z	1491026813385	2017-04-01T06:06:53Z	1491026813385	5						
com.flyrobe.android	35	2.2.4	en	Intex_Aqua_Power_4G	2017-04-01T06:46:01Z	1491029161402	2017-04-01T06:46:09Z	1491029169570	5		koovs and roposo like utility or now not well designed they have lot of technical issues but this one is absolutely incredible				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOF4pZkblGwhkYi6AYELF3ZbCRia-VeQZBBDdfvxEUHBF8JA4muwf6O5miVGAlDbuV9o5jqL3NNwvZBsNw
com.flyrobe.android	35	2.2.4	en	T44	2017-04-01T07:14:57Z	1491030897434	2017-04-01T07:15:17Z	1491030917419	5		were using flyrobe for quite a long term now very inclusive and exquisite software they've now not so cool facilities to rent clothes for unique occasions actually exquisite				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFA4mw0qMNnvuWV16oXiKhBOohyNKwtfRTFMd57G0q0x41qZOaktjxQ4ZezCcyP4lqgEchREqJcWe4fLA
com.flyrobe.android			en	X3_HK	2017-04-01T07:49:10Z	1491032950825	2017-04-01T07:49:16Z	1491032956713	5		For each form of event you may hire clothes even in case you're going out of a wedding you could make sure of getting the quality fashion available				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH7QKNlGo-RHi8yin0xJn0HOgL3QrOqxrqTg8h2GDmxevSWzmlZ2J6NtpMMqMrHkYjgPU2ZKJC8qTaMzw
com.flyrobe.android	35	2.2.4	en	LS-4505	2017-03-31T01:55:01Z	1490925301388	2017-04-01T08:09:11Z	1491034151247	5		while an purchasing is made so much less complicated with this application for terribly cheap fee you get extremely good garments to wear and inside a outstanding.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH_XgGbl6R_hs69DxjG9xZuPBJNO3tJv2aCfbBP7xfu6VD6gS3SufaBW2rqrpUhu491gHpHZaT4uG1p2Q
com.flyrobe.android	35	2.2.4	en	Aqua_Power_HD	2017-03-31T01:42:21Z	1490924541314	2017-04-01T08:59:53Z	1491037193356	5		Tremendous application and terrific offerings you'll be satisfied to get from eight again and again				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGpdNOuVIrXz2BE8ibsAAoTb0npHBGyb9n2cBRiUhvBZdRhx0zdmIYPWY1oKeqaneuubLUm32a8_orQbg
com.flyrobe.android	35	2.2.4	en	Q461	2017-04-01T09:35:49Z	1491039349130	2017-04-01T09:35:59Z	1491039359693	5		the fine manner to hire cloths is that this. Sincerely an incredible app.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHh_ljdn3V-Pzq9jvJlVedqas22CggioLH4m_4_ndHBl6sPFh8Mp0P9Xie_ELqLH5-mYLNlwuyVwptf0A
com.flyrobe.android	35	2.2.4	en	Q372	2017-04-01T10:34:19Z	1491042859486	2017-04-01T10:45:15Z	1491043515950	5		Wow! Never knew that it might be this smooth to hire cloths. I am overjoyed with it.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHuGWqIaZd-WWlRO8DvSqwa0ybZOT8Cv1Kb4tXw4DVHddLhnyUPDQztMVxfzaymjAsIUOO7R1SE8XUFZw
com.flyrobe.android	35	2.2.4	en	j2lte	2017-04-01T11:20:09Z	1491045609285	2017-04-01T11:20:15Z	1491045615769	5		A huge thank you for making it so easy and fun to rent cloths. I'm loving it.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHmNmyRX82qduNkwYP2_rRZRr7R4ujaAT7bZTSwUcrTgayVb01yOfterNy1xsKKB93XkWYqDNT6jEgzDg
com.flyrobe.android	35	2.2.4	en	lux_uds	2017-03-31T03:12:44Z	1490929964364	2017-04-01T11:29:59Z	1491046199822	5		It is very good app				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHf7WBPs5Rn8pBFfoXuF676-LrsJUATJLt2c9aKSGsmlSICktGLpMZhqXA_xkfine8r2VeQiyuWHhmQbw
com.flyrobe.android	35	2.2.4	en	A6600d40	2017-04-01T12:03:27Z	1491048207301	2017-04-01T12:08:05Z	1491048485813	5		It is so higher to lease cloths! Facilitates me plenty. So higher and high-quality. :)				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE4cfshGZ_LgGqe5Nt09KQaiKhsI7JMVMcqZ3Lcu8X7h1zMg230nBYfzcNVi0zd6zcTFI1W47ClA5mnhA
com.flyrobe.android	35	2.2.4	en	Q380	2017-04-01T12:47:32Z	1491050852732	2017-04-01T12:47:55Z	1491050875004	5		It's miles higher manner to lease cloths. I am so satisfied with it for sure. Thank you				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFzUJTDFg6aGzA70M0Q4IXmylHK4kyOettdetA-NKXnYK8QPgtWqnsMAXmLeQhzeTxiKte0pWl1kEcAaQ
com.flyrobe.android	35	2.2.4	en	kenzo	2017-04-01T12:47:27Z	1491050847802	2017-04-01T12:48:59Z	1491050939370	5		i love it to rent cloths. It's far the satisfactory issue for sure. I like it a lot.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEyuwJAvNsnYEybZLqddFsnEejbZ8CazMV_vsvBwBmfJm3L7LHpKRM5xPn48XDsCNEgSbNjK9AqZLWtkg
com.flyrobe.android	35	2.2.4	en	j7elte	2017-04-01T13:01:46Z	1491051706655	2017-04-01T13:01:58Z	1491051718060	5		so happy. This is how it's far, i love it to hire cloths at the pass. It works for me.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOE8chZknaZIjUGXjp2TKL5A1lh3wu2SpLdYjmzXkjSHGDw3qWMsECGboIdhg8oRXkp22odZ8nbrMOuduw
com.flyrobe.android	35	2.2.4	en	j2xlte	2017-03-01T09:27:18Z	1488360438953	2017-04-01T13:17:09Z	1491052629408	5		View detailed information realted to the outfits which you will going to rent on the flyrobe app. As per me this application is the number one place for women shopping.vjkoj				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFYD6JiD_CxpOXMBd6f4jRJlPBPFS4RK9VeUqsSRCowuvHOuHAZKPBWUOrkzimk6tQHCN8yuAYqcvl1bA
com.flyrobe.android	35	2.2.4	en	A7700	2017-04-01T13:40:50Z	1491054050677	2017-04-01T13:40:59Z	1491054059748	4		Wow app. If there may be some thing so higher than voonik, this needs to be your app.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEiBzr6twIRsL4tbqSuS-kRXhDWgwVfZRfm_7L19Dz1ERXKVFxGeJzfAY_oBUqPjLSbuuIVHu8K5lZweQ
com.flyrobe.android	35	2.2.4	en	ha3g	2017-04-01T14:31:52Z	1491057112972	2017-04-01T14:32:01Z	1491057121090	5		i am so happy. It become by no means this clean to lease cloths. Effective and easy				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOG8LqEEztT_-UHvDMstgSnmW05v7aOgab16YBWyAOxQVlM8E8pECebxuWE1wXjtAytzdgDJjvFSIyCCIA
com.flyrobe.android	35	2.2.4	en	YUPHORIA	2017-04-01T15:17:55Z	1491059875108	2017-04-01T15:18:15Z	1491059895776	5		all i'm able to say that this app has made it clean to hire cloths. Supernice.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGK6wwlwuZUf82ogViWuRAH2GPjrHlKxAFhHc-4B3IiPeCWTeCwYS1Qe6kQ-YZ7tmSuOON_X5qV_5RjLg
com.flyrobe.android	35	2.2.4	en	rolex	2017-04-01T15:52:34Z	1491061954059	2017-04-01T15:52:44Z	1491061964896	5		Superb. For one. I really like that this app permits me to rent cloths with my convinience. A massive thank you				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEpA_6RknVjLOOjTc7pE8gxn7uZ3R60hn5puiaGWf-oe5X99Uzr4VucEBxlVuzyj_qRtOysEWJrxYY7eg
com.flyrobe.android	35	2.2.4	en	Q380	2017-04-01T15:54:44Z	1491062084299	2017-04-01T15:54:59Z	1491062099143	4		has been the use of it for some time, and boy! I'm thrilled.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEdD5qwL7jpibzYBfcWPS4wVavNYj1j3fPHIdl6tEk8xXy-tFeKHxSlCmb4znTn0aPRRbr4QTNT7ZMh5w
com.flyrobe.android	35	2.2.4	en	j2lte	2017-04-01T16:07:58Z	1491062878385	2017-04-01T16:08:10Z	1491062890897	5		Effective app. The machine works properly for me and that i im impressed with its idea to help me rentcloths.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH8rsPLrLlu8lZDmSW2JvH9F5pKZu-i0pNQOvBGp6Ph2h15EkOpwzlmRjX_HC3UC_L5Tx5HcFyXcTfPoQ
com.flyrobe.android	35	2.2.4	en	TBT5755B2	2017-04-01T16:19:43Z	1491063583168	2017-04-01T16:20:24Z	1491063624039	4		This app is like too desirable. I want roposo had such rent cloths machine in region.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGPP42xrM9863-ro8NczURWFzxwZZBYYp5UiafrSjfeX2VAK4UiXLyD8pLIvLLkqEGqwgr6HUUn2mO1_w
com.flyrobe.android	35	2.2.4	en	CPY83_I00	2017-04-01T17:52:41Z	1491069161197	2017-04-01T17:53:01Z	1491069181362	5		Finer than maximum of the alternative apps. It clearly is like manner beforehand of roposo in all the aspects.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGNIU2Kv76H7Mnaiy0TEhAMbXCl1o0-zjitiYL8t0ozswqPtqSXewrigjKyfjC4A5wshAWtZGXSkcHDhg
com.flyrobe.android	35	2.2.4	en	m2	2017-04-01T23:19:00Z	1491088740071	2017-04-01T23:19:10Z	1491088750212	5		Higher app. It really works far nicer than roposo. A huge thanks to you all.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOH6ZcVJTymYHg-ur2ED7WZa58xV9sb_WbgJ2d3A8uUI0xL3xOzhIlo7ZX3dfJj9162aHzEbM5jJjWn4xA
com.flyrobe.android	35	2.2.4	en	a7lte	2016-10-24T06:22:56Z	1477290176757	2017-04-01T23:55:48Z	1491090948962	5		You can also get premium designer brands from this application for renting so expensive clothes are available so easily				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOF03KEhfbhAVnR8i9x5JKyaJ3ddFjg4l8RQ2UYXmPdLJOb-lrZxvGH9Nm54Zo76Vpa-CGR4XcHEB_s8pQ
com.flyrobe.android	35	2.2.4	en	Aqua_Trend	2017-04-02T00:00:06Z	1491091206050	2017-04-02T00:00:14Z	1491091214962	5		Find it irresistible. A effective and nicer app than say roposo. I love usin git a lot				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGkQcVn0k1UKNt8l5hAnXQWCRFzHpr4Jfw8jw5lWyPjgvYqNZL4ja-lR_XzKVovxdmqc7_YKENOHH21Xw
com.flyrobe.android	35	2.2.4	en	o5lte	2017-04-02T00:44:24Z	1491093864956	2017-04-02T00:44:52Z	1491093892259	5		works like a charm. An app this is like so higher than roposo in many ways.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHNLuX_1OrfuQkBS_kdDvQlHzLV3qZ6r9ZTS5GMowE8YhvGhaE8l_c2XBh--gGcyxb1vf6BBvO7WfqsPg
com.flyrobe.android	35	2.2.4	en	Y21L	2017-04-02T02:25:16Z	1491099916852	2017-04-02T02:25:28Z	1491099928828	5		Thanks for supporting me rent cloths this without difficulty. This is impresive software				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEB6Ai0vKKLUaUQrQsLoJRqLOT3yd4xuPZzk4QshPWEK2k8TIzxBY0DDJHCyssLuM5nJXVuAJasUgKxrw
