Package Name	App Version Code	App Version Name	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android			en	ha3g	2017-02-01T04:20:09Z	1485922809706	2017-02-01T04:20:09Z	1485922809706	5						
com.flyrobe.android			en	merlin	2017-02-01T09:09:29Z	1485940169481	2017-02-01T09:09:33Z	1485940173830	5						
com.flyrobe.android	27	2.0.2	en	hl3g	2016-01-07T12:48:20Z	1452170900832	2017-02-01T09:51:47Z	1485942707423	1		All way had bad experience 😕	2016-02-02T07:40:44Z	1454398844806	Hi Amarjeet, Thank you so much for your review! We are glad you enjoyed your Flyrobe experience! Hope to serve you again very soon. Best, Team Flyrobe	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFl1Gs5B5S8u2ZPSRucevds9Lh1SdN9d6z5UURqKq0QfKVypiVXp7OZeyHMmQo2fV8hf9I7CaS_MoeMhw
com.flyrobe.android			en	corsica	2017-02-01T10:15:29Z	1485944129535	2017-02-01T10:15:48Z	1485944148566	5		5star app				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFhHDm0ebbEF_re6mLt5ZKXsJ66ING7QmW_VVmltXRI-UVyrhYezKxydoCp5GmHupPKSrOsvvjSyy4UOw
com.flyrobe.android	34	2.2.3	en	LS-5017	2017-02-01T10:18:03Z	1485944283691	2017-02-01T10:20:19Z	1485944419076	5						
com.flyrobe.android	34	2.2.3	en	j53g	2017-02-01T10:24:38Z	1485944678681	2017-02-01T10:25:25Z	1485944725551	5		Nice app ! Great job done by the developer of this app. I never seen such classic application on play store ever. I like most its Easy and SecureCheckout option.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOECm4FxsNDeiZ_bL5TezbhgxCuiAxAyaSceoXqstjTGu8hlfOA2ytZYn0--vvWSPxrV2GrOGWmksejIwg
com.flyrobe.android	34	2.2.3	en	AQ5001	2017-02-01T10:25:41Z	1485944741902	2017-02-01T10:25:51Z	1485944751076	4		I really enjoy all its features and i think it is useful for all people who are not having time for shopping. Flyrobe is best app to rent clothes from. Very nice app.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHSQvr1YmyAf48E0FXfkBKwovxaXH3iYJ-A70fnpsTiCTjIjk726NuPq0eScfBcrBR8hwlV-tLK98VMow
com.flyrobe.android	34	2.2.3	en	Y21L	2017-02-01T10:26:43Z	1485944803005	2017-02-01T10:26:57Z	1485944817958	5		Flyrobe is really one of the best fantastic application. It is very convenient appliction for all who want to attend wedding or party or for any other for any other occasion.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFX1-7anpkMEUyQXDNZdtAqoPjI4xRqPQ7S3Bba6aMX6UhyxL3q22U1WD8pJ_3Kjp4NHvLomGoIu2Mjpg
com.flyrobe.android	34	2.2.3	en	Q380	2017-02-01T10:36:10Z	1485945370686	2017-02-01T10:36:17Z	1485945377745	5		I love this app because of its features and collection of outfits as well as its classic offers . I now just rent clothes from flyrobe when ever i want to go out.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHtMrldZq9i6fUdVY5POOg9x9mD79Qyv4uTZG2SvE2p61UuCkc2iUhszPBRj-LQ_c8oMsOKKvGSFMUv9w
com.flyrobe.android	34	2.2.3	en	crater	2017-02-01T10:36:27Z	1485945387044	2017-02-01T10:37:32Z	1485945452422	5		great work done by the developers of the app. as it is one of the best online shopping store i came acrross. Flyrobe is India's largest fashion rental platform. I like it.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFdedYsJXJJJNWaPO9ePRExZJZAj4KOwkXTE__ZX-F3NCGlb_NLRs338gl0HtLn2FrgQKoqJQtUNvLbqA
com.flyrobe.android	34	2.2.3	en	j5lte	2017-02-01T10:39:13Z	1485945553365	2017-02-01T10:39:57Z	1485945597009	5		Now it has been a long time i have been using this app in my mobile phone and till now it has not crashed one single time. I just love the app a lot.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHwmndFZHX5wEAgDqKM-vzMJLkqQP9pMQDr9bsFHN_hoWfOTOB50glIm7uwO9R1EfE4bRZ91naabmSHkA
com.flyrobe.android	34	2.2.3	en	TBW5770A2	2017-02-01T10:41:00Z	1485945660737	2017-02-01T10:41:07Z	1485945667233	5		if you are stressed to much, then just keep calm and try this flyrobe app once in your phone you will surely love its all collection and also feel fresh.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFb7GWTMlrFgfEU1FxoPvxHjL8KKBGstBDtZhjudrDbwfpxA3HqguU-Ll9IfJcJw7Sb9GnPVh3H1wX6-A
com.flyrobe.android			en	vivaltods5m	2017-02-01T18:04:31Z	1485972271001	2017-02-01T18:04:31Z	1485972271001	4						
com.flyrobe.android	27	2.0.2	en	ghost	2017-02-01T19:09:11Z	1485976151248	2017-02-01T19:09:28Z	1485976168679	5		This app is wonderful				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEGxmkLuRNNw373pazfiXIlZ3VxiZis4ZnQClNbxeYa25bO70jZQgrmeFMZjazE9dZg6Gmx0gh5euPqbw
com.flyrobe.android			en	evoque_cn	2017-02-02T02:24:25Z	1486002265167	2017-02-02T02:24:25Z	1486002265167	5						
com.flyrobe.android	34	2.2.3	en	A7010a48	2017-02-02T11:45:17Z	1486035917811	2017-02-02T11:46:09Z	1486035969831	5		Smooth delivery, great collection and very easy to use app.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGhkJ_Q3y0e8W6h2NaYT4QylR-cXtSHQ29XXyoKMBbAH2380p0K_uoNRDG0x2kejfdnRBgb_o-GJFihgQ
com.flyrobe.android			en	HM2014818	2017-02-02T12:38:06Z	1486039086497	2017-02-02T12:38:10Z	1486039090787	5						
com.flyrobe.android			en	HM2014818	2017-02-02T15:52:27Z	1486050747833	2017-02-02T15:52:32Z	1486050752451	5						
com.flyrobe.android			en	land	2017-02-02T19:01:13Z	1486062073279	2017-02-02T19:01:40Z	1486062100638	5		Really gold app fail all app				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHrAm_DGss9SttkTV60dLa9Ys-YqIG9qSaPil5JY_Qkgv1cn_8E_dU7ArggMp8HEMurhXDryWfDtayM3g
com.flyrobe.android			en	A1601	2017-02-02T20:02:21Z	1486065741008	2017-02-02T20:02:36Z	1486065756016	5						
com.flyrobe.android	34	2.2.3	en	cancro	2017-02-03T05:07:49Z	1486098469196	2017-02-03T05:07:49Z	1486098469196	5						
com.flyrobe.android			en	taido_row	2017-02-03T08:43:28Z	1486111408544	2017-02-03T08:43:28Z	1486111408544	1						
com.flyrobe.android	34	2.2.3	en	Q324	2017-02-01T10:44:00Z	1485945840540	2017-02-03T10:09:10Z	1486116550958	5	Nice	I think this application is something different than any other womens shopping app. This app impressed me a lot. I like using this flyrobe app only. Amazing offers provides by this app.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHeEnrnOc1IcV1cIbDEFiOdrSQifiRx8icE7mTSe_DgLHso7kLyxaPGRd3JEInVYzJvq3JOrK-OCF3qWg
com.flyrobe.android	34	2.2.3	en	A1601	2017-02-03T10:11:48Z	1486116708885	2017-02-03T10:12:02Z	1486116722378	5		Earlier i tried roposo and koovs for buying online clothes. But their customer service is weak and they are really irresponsible. Then i tried this flyrobe app and it is really one of the best app for womens and mwns shopping.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEKLw7r0-5S3r2jR9J3RN16ycZ0FkEQOcYKMPzCrW4Fd7H0zJc1qLtm-2_iP-Nk10Biez99TPNJUCF6fg
com.flyrobe.android	34	2.2.3	en	j7elte	2017-02-03T10:10:13Z	1486116613432	2017-02-03T10:12:08Z	1486116728479	5		I like this innovative concept. I love to appreciate developer of this app. Due to this app, no need to pay full price for something which we won't utilise completely.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOET7Mn7c1KZ1dmPugezDTQuw8oXRw4YbuuyhMX-oyS1a5schbEtwrai76rO8oROfalKnhjJUqbwULrV-Q
com.flyrobe.android	34	2.2.3	en	Y51L	2017-02-03T10:12:41Z	1486116761413	2017-02-03T10:12:53Z	1486116773228	5		I just use designer wear hardly 2 to 3 times after purchasing it. because i always want something new to wear but all designer outfits are too costly now a days. So i tried this flyrobe app which helps me a lot. Now i just rent clothes form flyrobe.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHh765o2qi_6MLrcTvgsa9Hm6E0j0xIP8Jesn4gTwx8q83TyVcMQk6gbVUFDc_N4An6dqAfncej4XTMRA
com.flyrobe.android	34	2.2.3	en	CP8298_I00	2017-02-01T10:45:01Z	1485945901958	2017-02-03T10:13:57Z	1486116837798	5		Would recommend it to all. i have downloaded it on my phone and tablet as well. Really amazing app with amazing offers as well. Now I love renting clothes from flyrobe app.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGHLHikgiqrN_59hTutjLT4v7YoTzDLBIK-pyY-MVlcTRzp8Q7DPW6DL8rorX_Hwb_TmRLdk8d6sgw68w
com.flyrobe.android	34	2.2.3	en	ASUS_Z010_2	2017-02-03T10:09:46Z	1486116586192	2017-02-03T10:14:35Z	1486116875208	5		I think day by day womens mentality is changing. Now they thought of renting clothes rather than buying it. It is really nice thought. This flyrobe`s app helps them lot for renting clothes.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGW5MEAbcqSIlb6hhMgrM7KSKzJlLKzWQgQEY_TmGC0IP5g83VzsXmMradJFWfxmZLPrXfawskI3YYHtA
com.flyrobe.android	34	2.2.3	en	A536	2017-02-03T10:13:36Z	1486116816434	2017-02-03T10:15:29Z	1486116929117	5		Personally, I really don't end up buying clothes from flyrobe as it offers wide collection of all type of clothes to me. I just love to say this, Flyrobe is best womens shopping app.				https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGOY89lf4t-4E5-rmdsrED3ZAkgCseWWkYrqa4ny0XEFbUe1WTFh93lUeLaoPMfgVxMLIN4uaVjFp4Zlw
